Lexical item,Level,Avanzado,Inicial,Intermedio,Adulta,Infantil,Juvenil,Native
Efectos secundarios,B2,0,0,0,0,0,0,0
Egoísta,A1-A2,0,0,0,0,0,0,0
Ejecutivo,A1-A2,0,2,1,0,0,0,38
Ejercicio,A1-A2,3,1,0,0,4,1,18
Ejercicio físico,A1-A2,0,0,0,0,1,0,0
El Salvador,A1-A2,0,0,0,0,0,0,9
El gusto es mío,A1-A2,0,0,0,0,0,0,0
Elasticidad,B2,0,0,0,1,0,0,0
Electricidad,B2,0,0,0,1,0,1,8
Electricista,B2,0,0,0,0,0,0,2
Electrodoméstico,B1,0,0,1,0,0,0,1
Elefante,B1,0,0,1,0,7,0,0
Elegante,B1,2,7,4,4,8,0,2
Elemento,B2,1,0,0,3,0,0,16
Eliminar,B2,0,0,0,1,1,0,22
Eliminar virus,B2,0,0,0,0,0,0,0
Embarcar,A1-A2,1,0,1,0,0,0,0
Embutido,B1,0,0,0,0,0,0,0
Emisiones tóxicas,B2,0,0,0,0,0,0,0
Emisora,B1,0,1,0,0,0,0,4
Emitir,B2,0,1,0,1,0,2,18
Emocionarse,B2,0,0,0,0,0,0,0
Empanado,B2,0,0,0,0,0,0,0
Empatar,B1,0,0,0,0,0,0,5
Empate,B2,0,0,0,0,0,0,15
Empleo,A1-A2,0,0,0,1,2,0,48
Empleo fijo,B2,0,0,0,0,2,0,0
Empleo remunerado,B2,0,0,0,0,0,0,0
Empresa,B1,9,9,4,1,0,0,125
Empresa de mensajería,B2,0,0,0,0,0,0,0
En coma,B2,0,1,0,0,0,0,0
En efectivo,B1,0,0,0,0,0,0,1
En el centro,A1-A2,0,12,7,4,5,9,11
En el centro de,A1-A2,0,7,5,3,2,5,6
En urgencias,B2,0,0,0,0,0,0,0
Enamorado,B1,6,1,7,2,5,5,1
Enamoramiento,B1,0,0,0,0,0,1,0
Enamorarse,B1,0,0,0,0,0,0,0
Encantado de conocerle,A1-A2,0,0,0,0,0,0,0
Encender el horno,B1,0,0,0,0,0,0,0
Encender la luz,A1-A2,0,1,0,2,0,0,0
Enchufar,B1,0,0,0,0,0,0,0
Enchufe,B2,0,1,0,0,0,0,0
Encima,A1-A2,18,21,11,9,19,33,12
Encima de,A1-A2,11,18,6,6,15,27,9
Encoger,B2,0,0,0,0,2,4,0
Encontrar pruebas,B2,0,0,0,0,0,0,0
Encontrarse bien,B1,0,0,0,0,0,0,0
Encontrarse mal,B2,0,0,0,0,0,0,0
Encontrarse regular,B1,0,0,0,0,0,0,0
Energía,B1,0,0,0,4,4,1,21
Energía eólica,B2,0,0,0,0,0,0,0
Energía solar,B2,0,0,0,0,1,0,2
Energías alternativas,B2,0,0,0,0,0,0,0
Energías renovables,B2,0,0,0,0,0,0,0
Enero,A1-A2,1,3,2,1,0,0,24
Enfadado,B2,0,7,1,1,1,3,0
Enfadarse,B1,0,0,0,0,0,1,0
Enfado,B1,2,6,0,0,1,5,0
Enfermedad,A1-A2,6,2,6,5,0,2,25
Enfermedad contagiosa,B2,0,0,0,0,0,0,0
Enfermedad crónica,B2,0,0,0,0,0,0,0
Enfermedad grave,B2,0,0,0,0,0,0,0
Enfermedad hereditaria,B2,0,0,0,0,0,0,0
Enfermedad leve,B2,0,0,0,0,0,0,0
Enfermedad mental,B2,0,0,0,0,0,0,0
Enfermedad terminal,B2,0,0,0,0,0,0,0
Enfermero,A1-A2,0,3,0,3,0,0,0
Enfermo,A1-A2,1,8,17,4,2,3,0
Enfocar,B2,0,0,2,0,0,1,2
Enfrente,A1-A2,0,3,4,14,2,7,4
Enfrente de,A1-A2,0,1,3,4,0,6,1
Engordar,B1,0,4,0,0,0,0,1
Enmarcar,B2,0,0,0,0,0,0,0
Ensalada,B1,0,7,2,0,0,3,1
Ensaladera,B2,0,0,0,0,0,0,0
Ensayar,B1,0,0,0,0,0,13,2
Enseñanza,B1,3,0,0,0,1,0,5
Enseñanza primaria,B2,0,0,0,0,0,0,0
Enseñanza privada,B2,0,0,0,0,0,0,0
Enseñanza pública,B2,0,0,0,0,0,0,1
Enseñanza secundaria,B2,0,0,0,0,0,0,0
Enseñar,B1,6,11,6,4,9,11,6
Entender,A1-A2,33,41,13,25,19,15,35
Enterarse por casualidad,B2,0,0,0,0,0,0,0
Enterarse por la prensa,B2,0,0,0,0,0,0,0
Entrada,B1,4,11,8,12,11,7,19
Entrante,B1,0,0,0,0,0,0,1
Entre,A1-A2,49,33,78,55,54,64,322
Entregar un paquete,B2,0,0,0,0,0,0,0
Entrenador,B2,0,0,0,0,0,3,23
Entrenamiento,B2,0,0,0,0,3,0,16
Entrenar,A1-A2,0,0,0,0,8,0,5
Entrenarse,B2,0,0,0,0,0,0,1
Entretenerse,B1,0,0,0,0,0,0,0
Entretenimiento,B1,0,0,0,0,0,0,0
Entrevista,A1-A2,1,1,5,1,0,0,13
Envase,B1,0,0,0,0,0,0,0
Enviado especial,B2,0,0,0,0,0,0,0
Enviar un mensaje,B1,0,0,0,0,0,0,0
Enviar un paquete,B1,0,0,0,0,0,0,0
Enviar una carta certificada,B1,0,0,0,0,0,0,0
Envolver,B1,1,0,0,0,0,1,2
Epicentro,B1,0,0,0,0,0,0,0
Episodio,B1,2,0,0,2,5,0,3
Equilibrado,A1-A2,0,0,1,0,0,0,2
Equilibrio climático,B2,0,0,0,0,0,0,0
Equipaje,B1,0,0,1,0,0,0,1
Equipaje de mano,A1-A2,0,0,0,0,0,0,0
Equipo,B2,7,5,4,0,2,0,171
Equipo de música,A1-A2,0,0,0,0,0,0,0
Equipo informático,B2,0,0,0,0,0,0,0
Equipo local,B1,0,0,0,0,0,0,0
Equipo visitante,B1,0,0,0,0,0,0,0
Error,A1-A2,4,0,4,5,2,2,16
Erupción volcánica,B1,0,0,0,0,1,0,0
Escala,B1,0,0,1,0,0,3,8
Escalador,B1,0,0,0,0,0,0,1
Escaparate,B2,0,1,0,1,0,2,2
Escasez,B2,0,0,0,1,0,0,6
Escayola,B2,0,0,0,0,0,0,0
Escena,B2,1,2,3,22,4,1,3
Escenario,B2,3,0,2,0,1,3,17
Escoba,B1,0,0,0,0,0,0,0
Escobilla,A1-A2,0,0,0,0,0,0,0
Esconder un as en la manga,B2,0,0,0,0,0,0,0
Esconderse,B2,0,0,0,0,0,0,0
Escondite,B2,0,0,1,0,5,0,2
Escribir,A1-A2,22,21,19,15,8,14,21
Escritor,A1-A2,5,4,6,2,1,0,9
Escuchar,A1-A2,22,26,22,16,41,21,10
Escuchar la radio,B1,1,1,0,0,0,0,0
Escuchar música,A1-A2,0,2,0,0,1,0,0
Escuela privada,B1,0,0,0,0,0,0,0
Escuela pública,B1,0,0,0,0,0,0,0
Esculpir,B2,0,0,0,0,0,0,0
Escultor,B1,1,0,1,0,0,0,0
Escultura,B2,1,0,1,0,0,0,0
Escáner,B2,0,0,0,0,0,0,0
Espacio publicitario,B2,0,0,0,0,0,0,0
Espacio urbano,A1-A2,0,0,0,0,0,0,0
Espaguetis,A1-A2,0,0,0,0,0,8,0
Espalda,B1,10,9,15,5,9,32,7
Esparadrapo,B2,0,0,0,0,0,0,0
España,A1-A2,15,37,20,6,0,0,112
Español,A1-A2,9,62,28,4,0,0,168
Especialista,B1,1,0,1,2,0,0,11
Espectador,B1,1,0,0,6,1,0,9
Espejo,A1-A2,15,4,7,4,23,28,10
Espinacas,B1,0,0,0,0,1,2,0
Esponja,A1-A2,0,0,0,0,0,1,1
Esposo,A1-A2,1,0,3,3,3,1,2
Esqueleto,B2,1,0,1,1,0,0,2
Esquiador,B1,0,0,0,0,0,0,1
Esquiar,B1,1,0,0,0,0,0,0
Esquina,A1-A2,2,9,6,5,0,7,5
Esquí,B2,0,0,0,0,0,0,0
Esquí alpino,B1,0,0,0,0,0,0,0
Esquí de fondo,B1,0,0,0,0,0,0,0
Estabilidad laboral,B1,0,0,0,0,0,0,0
Establecer comunicación,B2,0,0,0,0,0,0,0
Establecimiento,B2,0,0,0,6,0,0,6
Estación,A1-A2,0,13,2,0,2,4,6
Estación de metro,A1-A2,0,0,0,0,0,0,0
Estación de tren,A1-A2,0,1,0,0,0,0,1
Estadio,B2,0,0,0,1,0,0,26
Estadística,B2,0,0,0,0,0,0,4
Estallido,B2,1,0,0,0,1,0,3
Estampado de flores,B1,0,0,0,0,0,0,0
Estanco,A1-A2,0,1,0,0,0,0,0
Estantería,A1-A2,2,0,0,0,0,2,0
Estar a dieta,B2,0,0,0,0,0,0,0
Estar a la moda,B1,0,0,0,0,0,0,0
Estar a régimen,B2,0,0,0,0,0,0,0
Estar bien,B1,6,9,7,9,6,15,9
Estar casado,B1,1,1,1,0,0,0,1
Estar comunicando,B1,0,0,0,0,0,0,0
Estar conectado,B1,0,0,0,0,0,0,0
Estar de baja,B2,0,0,0,0,0,0,0
Estar de mal humor,B1,1,3,0,0,0,0,0
Estar de pie,B1,0,1,1,0,1,3,0
Estar en Babia,B2,0,0,0,0,0,0,0
Estar en forma,B2,0,0,2,0,0,0,1
Estar en oferta,B1,0,0,0,0,0,0,0
Estar en prácticas,B2,0,0,0,0,0,0,0
Estar estropeado,B1,0,0,0,0,0,0,0
Estar libre,B1,1,6,3,0,0,0,0
Estar limpio,B1,1,2,0,0,0,0,0
Estar mal,B1,2,1,3,0,1,0,0
Estar mal enchufado,B1,0,0,0,0,0,0,0
Estar manga por hombro,B2,0,0,0,0,0,0,0
Estar muy hecho,B1,0,0,0,0,0,0,0
Estar ocupado,B1,0,0,0,1,2,0,0
Estar patas arriba,B2,0,0,0,0,0,0,0
Estar poco hecho,B1,0,0,0,0,0,0,0
Estar rebajado,B1,0,0,0,0,0,0,0
Estar regular,B1,0,0,0,0,0,0,0
Estar retrasado,B2,0,0,0,0,0,0,0
Estar sentado,B1,2,5,4,2,7,14,0
Estatua,B2,2,0,1,0,0,21,0
Este,A1-A2,372,261,287,255,226,125,822
Estilo,B2,3,0,3,4,2,5,6
Estilo realista,B1,0,0,0,0,0,0,0
Estilo surrealista,B1,0,0,0,0,0,0,0
Estiramientos,B1,0,0,0,0,0,0,0
Estirar,B1,0,1,0,0,1,1,2
Estrategia,B2,0,0,0,0,0,0,18
Estrecho,B1,0,6,7,3,5,0,6
Estrella,A1-A2,5,1,12,7,27,15,9
Estreno,B2,1,0,0,0,0,0,1
Estresado,B1,0,1,0,0,0,0,0
Estresarse,B2,0,0,0,0,0,0,0
Estrofa,B2,0,0,0,0,0,0,0
Estropajo,B1,0,0,0,0,0,1,2
Estrés,B1,0,0,0,0,0,0,0
Estudiante en prácticas,B1,0,0,0,0,0,0,0
Estudiar,A1-A2,9,9,9,13,1,4,15
Está comunicando,A1-A2,0,0,0,0,0,0,0
Estética,B2,3,0,1,0,0,1,2
Estómago,B2,3,4,6,2,1,6,1
Etiqueta,B2,1,0,0,1,1,7,2
Evento,B1,0,0,0,0,0,0,1
Ex marido,A1-A2,0,2,0,0,0,0,0
Ex mujer,A1-A2,1,1,0,0,0,0,0
Examen,A1-A2,2,0,4,7,0,2,3
Examen escrito,B1,0,0,0,0,0,0,0
Examen final,B2,0,0,1,0,0,0,0
Examen oral,B1,0,0,0,0,0,0,0
Examen parcial,B2,0,0,0,0,0,0,0
Examinar,A1-A2,0,0,0,8,0,2,5
Excursionista,B1,0,0,0,0,0,0,0
Excursión,A1-A2,0,1,0,2,0,1,1
Exfoliar,B2,0,0,0,0,0,0,0
Exhibir,B2,0,0,0,0,0,0,4
Experiencia,B1,8,0,2,9,2,0,27
Explosión,B2,0,0,0,1,1,0,15
Exposición,B1,2,0,1,2,1,1,6
Exposición de pintura,A1-A2,0,0,0,0,0,0,0
Expresionismo,B2,0,0,0,1,0,0,0
Expresionista,B2,0,0,0,1,0,0,0
Exprimido,B2,0,0,0,0,0,0,0
Exquisito,B2,0,0,0,0,2,0,1
Extensión,B1,0,0,0,1,0,1,9
Exterior,A1-A2,1,2,1,2,4,3,22
Extrovertido,B1,0,0,0,0,0,0,2
Factura,B2,2,4,1,0,0,1,0
Factura de teléfono,B2,0,0,0,0,0,0,0
Facturar,A1-A2,0,1,0,0,0,0,3
Falda,B1,1,0,6,0,1,5,0
Falta,B1,13,3,12,7,10,9,52
Falta de luminosidad,B2,0,0,0,0,0,0,0
Familia,A1-A2,7,19,35,34,16,32,29
Familia adoptiva,B2,0,0,0,0,0,0,0
Familia numerosa,B2,0,0,0,1,0,0,0
Faringe,B2,0,0,0,0,0,0,0
Faringitis,B2,0,0,0,0,0,0,0
Farmacia,A1-A2,0,0,1,1,0,0,0
Fascinar,B2,0,0,0,0,0,0,0
Fauna,B2,0,0,1,0,0,0,2
Fax,A1-A2,0,1,0,0,0,0,1
Febrero,A1-A2,2,3,0,5,0,3,15
Festival,B2,0,1,0,0,0,0,1
Fianza,B1,0,0,0,0,0,0,1
Fibra,B1,0,0,0,1,0,0,0
Fichar,B2,0,1,0,0,0,0,2
Fichas,B2,0,0,0,0,0,4,2
Fiebre,B1,0,0,0,3,1,4,6
Fiebre alta,B2,0,0,0,0,0,0,0
Fiesta,A1-A2,4,14,19,5,9,26,12
Fiesta de disfraces,B1,0,0,0,0,0,0,0
Fiesta formal,B1,0,0,0,0,0,0,0
Fiesta informal,B1,0,0,0,0,0,0,0
Fiesta tradicional,B1,0,0,0,0,0,0,0
Fiesta típica,B1,0,0,0,0,0,0,0
Figura,B1,24,1,2,3,5,5,14
Filete de ternera,A1-A2,0,0,0,0,0,0,0
Final,B2,10,22,18,15,9,13,100
Financiación,B2,1,0,0,0,0,0,9
Firmar un contrato,B1,0,0,0,0,0,0,0
Fiscal,B2,0,3,0,2,0,0,27
Flan,B1,0,0,0,0,1,0,0
Flash,B1,0,0,0,0,0,0,0
Flauta,B1,0,0,0,0,0,0,0
Flautista,B1,0,0,0,0,21,0,0
Flexible,B1,0,0,0,0,2,0,2
Flexionar la rodilla,B1,0,0,0,0,0,0,0
Flexo,A1-A2,0,0,0,0,0,1,0
Flojo,B2,0,0,0,0,0,0,1
Flor,A1-A2,8,7,29,17,81,26,4
Flora,B2,0,0,0,1,0,0,1
Florero,B1,0,0,0,0,0,2,0
Foca,B1,0,0,1,0,1,0,0
Fondo,B1,7,2,16,11,12,9,62
Fondo de inversión,B2,0,0,0,0,0,0,7
Fontanero,B2,0,0,0,0,0,2,0
Formación a cargo de la empresa,B1,0,0,0,0,0,0,0
Formación continua,B1,0,0,0,0,0,0,0
Formación profesional,B1,0,0,0,0,0,0,2
Formular una pregunta,B2,0,0,0,0,0,0,0
Foro de discusión,A1-A2,0,0,0,0,0,0,0
Foso,B1,0,1,0,0,1,0,1
Foto central,B2,0,0,0,0,0,0,0
Fotocopia,A1-A2,2,1,0,0,0,0,0
Fotografiar,B1,0,0,0,0,0,0,0
Fotografía digital,B2,0,0,0,0,0,0,0
Fotógrafo,B1,0,0,1,1,0,0,1
Fracturarse un hueso,B2,0,0,0,0,0,0,0
Fragilidad,B2,0,0,0,0,0,0,3
Fragmento,B2,0,0,0,0,3,0,3
Frambuesa,B2,0,0,0,0,0,0,0
Fregadero,A1-A2,0,0,1,0,2,2,0
Fregar,B2,0,0,0,0,2,0,2
Fregar el suelo,B1,0,0,0,0,1,0,0
Fregona,B1,0,0,0,0,0,0,1
Frenar,B1,0,0,0,0,0,1,11
Freno,B1,2,0,0,0,0,0,3
Fresa,A1-A2,0,1,3,0,1,8,1
Fresco,B1,1,3,1,1,3,3,1
Freír,B1,0,0,0,0,0,0,1
Frigorífico,A1-A2,1,1,0,0,0,0,2
Frito,B1,2,0,0,0,0,1,1
Frontera,B2,1,3,2,0,0,0,20
Fruta,B1,3,2,9,0,4,1,1
Frutero,A1-A2,0,0,0,0,1,0,0
Frutería,A1-A2,0,0,0,0,0,0,0
Frutos del bosque,B2,0,0,0,0,0,0,0
Frutos secos,B2,0,0,0,0,0,0,0
Frío,B1,3,9,19,8,17,28,16
Fuego,B1,6,5,17,8,14,21,14
Fuente,B2,6,12,2,5,5,1,64
Fuerte,A1-A2,10,17,17,9,22,15,47
Funcionar,B1,5,6,2,2,1,9,10
Futbolista,B2,0,0,0,0,0,0,9
Físico,B2,0,1,0,5,1,0,33
Fórmula,B2,1,2,0,4,0,0,15
Fútbol,B2,0,4,2,0,0,0,44
Gafas de sol,A1-A2,0,1,2,0,0,0,0
Galleta,A1-A2,0,1,1,0,4,0,0
Gallina,B1,1,0,1,3,7,2,2
Gallo,A1-A2,0,0,0,7,0,0,3
Gamba,A1-A2,0,0,0,0,0,0,1
Ganador,B2,0,0,0,0,0,0,12
Ganancia,B2,0,0,2,0,0,0,2
Ganar,B1,24,14,16,14,8,15,108
Ganar dinero,A1-A2,0,0,2,1,0,2,0
Ganga,B2,0,0,0,0,0,0,0
Garaje,A1-A2,0,3,0,0,0,2,0
Garantizar,B1,0,0,0,1,1,0,24
Garantía,B1,0,0,0,0,0,0,9
Garbanzo,B1,0,0,0,0,0,0,0
Garganta,A1-A2,2,0,5,0,3,5,1
Gas,B1,1,0,0,0,0,2,18
Gasa,B2,0,0,0,0,0,1,0
Gasolina,A1-A2,0,0,0,1,0,0,1
Gasolina sin plomo,B1,0,0,0,0,0,0,0
Gasolinera,B1,0,0,0,0,0,0,4
Gastos de envío,B1,0,0,0,0,0,0,0
Gato,A1-A2,3,1,9,8,83,17,5
Gel,A1-A2,0,0,1,0,0,0,0
Gemelo,B2,0,5,8,5,0,4,6
Generoso,B2,3,0,1,0,4,3,4
Gimnasia,B2,0,0,0,1,1,0,2
Gimnasio,A1-A2,0,0,0,0,0,3,0
Ginecólogo,B1,0,0,0,0,0,0,0
Globo,B1,0,0,0,2,1,8,4
Gol,B1,0,0,0,0,0,0,63
Golpe,B1,14,11,12,9,4,12,25
Golpear,B1,1,0,2,2,5,3,4
Goma de borrar,A1-A2,0,0,0,0,0,0,0
Gordito,A1-A2,0,5,0,0,4,0,0
Gordo,A1-A2,4,8,8,3,19,5,6
Gorra,A1-A2,0,0,3,2,0,9,0
Gota,B1,1,1,8,12,3,6,4
Grabar,B2,0,0,0,1,0,1,0
Grado,B1,5,1,1,2,0,4,21
Grado de parentesco,B2,0,0,0,0,0,0,0
Grado medio,B1,0,0,0,0,0,0,0
Graduado,B1,0,0,0,0,0,0,0
Gramo,B1,0,0,1,0,0,0,3
Granja,B1,0,0,0,0,3,1,3
Grapa,A1-A2,0,0,0,0,0,0,0
Grapadora,A1-A2,0,0,0,0,0,0,0
Grapar,A1-A2,0,0,0,0,0,0,0
Grasa,B1,0,0,2,1,3,0,2
Gratis,A1-A2,0,2,1,0,1,0,1
Gratuito,A1-A2,0,0,1,0,0,0,4
Grave,A1-A2,7,7,4,2,3,3,24
Grifo,A1-A2,0,0,1,0,0,3,1
Gripe,A1-A2,0,0,0,0,0,1,4
Grupo de rock,A1-A2,0,0,0,0,0,0,0
Grúa,B2,0,0,0,0,0,0,1
Guante,A1-A2,0,0,0,0,1,2,1
Guapo,A1-A2,6,29,6,2,4,7,2
Guardar un archivo,B1,0,0,0,0,0,0,0
Guatemala,A1-A2,0,0,2,0,0,0,9
Guatemalteco,A1-A2,0,0,0,0,0,0,3
Guindilla,B1,0,0,0,0,0,0,0
Guinea Ecuatorial,A1-A2,0,0,0,0,0,0,0
Guineano,A1-A2,0,0,0,0,0,0,0
Guion,B2,0,0,0,0,0,0,0
Guion bajo,A1-A2,0,0,0,0,0,0,0
Guionista,B2,1,0,0,0,0,0,0
Guitarra,B1,2,0,2,0,0,15,0
Guitarrista,B1,0,0,0,0,1,1,0
Gusto,B2,18,2,8,9,3,6,8
Guía telefónica,B1,0,0,0,0,0,0,0
Género literario,B2,0,0,0,0,0,0,0
Habitación,A1-A2,8,45,17,55,10,60,6
Habitación doble,A1-A2,0,0,0,0,0,0,0
Habitación individual,A1-A2,0,0,0,0,0,0,0
Hablador,B1,2,0,0,0,0,0,0
Hacer abdominales,B1,0,0,0,0,0,0,0
Hacer cine,B1,0,0,0,0,0,0,0
Hacer crucigramas,B1,0,0,0,0,0,0,0
Hacer deporte,A1-A2,0,0,0,0,0,0,0
Hacer ejercicio,B1,0,0,0,0,1,1,2
Hacer escala,B2,0,0,0,0,0,0,0
Hacer escalada,B1,0,0,0,0,0,0,0
Hacer estiramientos,B1,0,0,0,0,0,0,0
Hacer fijo,B2,0,0,0,0,0,0,0
Hacer flexiones,B1,0,0,0,0,0,0,0
Hacer ilusión,B2,0,0,0,0,0,0,2
Hacer la cama,B1,0,0,1,0,0,0,0
Hacer la comida,B1,0,0,1,0,0,0,0
Hacer la compra,B1,0,1,1,0,0,0,0
Hacer los deberes,A1-A2,0,0,0,0,1,2,0
Hacer oídos sordos,B2,0,0,0,0,0,0,0
Hacer prácticas,B1,0,0,0,0,0,0,0
Hacer senderismo,B1,0,0,0,0,0,0,0
Hacer testamento,B2,0,0,0,0,0,0,0
Hacer trampas,B2,0,0,0,0,0,0,0
Hacer turismo,B1,1,1,0,0,0,0,0
Hacer un stop,B1,0,0,0,0,0,0,0
Hacer una ampliación,B2,0,0,0,0,0,0,0
Hacer una apuesta,B2,0,0,0,0,0,0,2
Hacer una llamada,B1,0,0,0,0,0,0,0
Hacer una reserva,A1-A2,0,0,0,0,0,0,0
Hacer una transferencia,B2,0,0,0,0,0,0,0
Hacerse eco de algo,B2,0,0,0,0,0,0,0
Hacerse la manicura,B2,0,0,0,0,0,0,0
Hacerse un esguince,B2,0,0,0,0,0,0,0
Hacerse una idea,B2,0,0,0,0,0,0,0
Hacerse una idea acerca de algo,B2,0,0,0,0,0,0,0
Hambre,A1-A2,8,7,15,5,24,6,10
Hamburguesería,B2,0,0,0,0,0,0,0
Harina integral,B2,0,0,0,0,0,0,0
Heladera,A1-A2,0,0,0,0,0,0,0
Heladero,A1-A2,0,0,0,0,0,0,0
Heladería,A1-A2,0,0,0,0,0,0,0
Helado,A1-A2,0,1,1,0,1,5,3
Helado de chocolate,A1-A2,0,0,0,0,0,0,0
Helado de vainilla,A1-A2,0,0,1,0,0,0,0
Helar,A1-A2,0,0,0,0,0,0,0
Helicóptero,B1,0,0,0,0,0,1,2
Helio,B2,0,0,0,0,0,0,3
Hemisferio Norte,A1-A2,0,0,0,0,0,0,0
Hemisferio Sur,A1-A2,0,0,0,0,0,0,0
Heredar,B2,1,1,1,3,0,0,3
Heredero,B2,0,0,0,0,4,0,3
Herida,B2,6,5,2,2,2,2,8
Herida profunda,B2,0,0,0,0,0,0,0
Herida superficial,B2,0,0,0,0,0,0,0
Herido,B2,6,5,2,2,2,2,8
Herir la sensibilidad,B2,0,0,0,0,0,0,0
Hermano,A1-A2,13,18,3,24,54,22,18
Hervido,B1,0,0,0,0,0,0,0
Hervir,B1,0,0,0,0,1,0,0
Heterogéneo,B2,0,0,0,1,0,0,0
Hidratación,B2,0,0,0,0,0,0,0
Hidratos de carbono,B1,0,0,0,0,0,0,1
Hidromasaje,B2,0,0,0,0,0,0,0
Hidrógeno,B2,0,0,0,0,0,0,2
Hielo,A1-A2,0,2,2,0,10,8,6
Hierba,B1,3,0,8,1,12,8,7
Hierro,B2,1,1,1,3,1,7,5
Hijo,A1-A2,25,15,44,46,40,18,33
Hijo adoptivo,B2,0,0,0,0,0,0,0
Hijo único,A1-A2,1,0,1,1,0,2,0
Hijos adoptivos,B1,0,0,0,0,0,0,0
Hipertensión,B2,0,0,0,0,0,0,0
Hipoteca,B2,0,1,0,0,0,0,1
Hipotenusa,B2,0,0,0,0,0,0,0
Hipótesis,B2,1,1,0,4,0,0,4
Hockey sobre hielo,B1,0,0,0,0,0,0,0
Hoja,B1,3,1,12,6,20,13,6
Hoja de papel,A1-A2,0,0,1,0,1,0,2
Hola,A1-A2,3,18,7,2,1,3,1
Hombre,A1-A2,109,164,101,124,65,28,115
Hombro,B1,7,4,6,10,11,31,4
Homeopático,B2,0,0,0,0,0,0,0
Honduras,A1-A2,0,0,0,0,0,0,14
Hondureño,A1-A2,0,0,0,0,0,0,15
Hora,A1-A2,48,57,73,50,40,20,90
Horario,A1-A2,0,4,2,0,1,0,4
Horario flexible,B1,0,0,0,0,0,0,0
Horizontal,B2,0,0,0,1,0,1,0
Horneado,B1,0,0,0,0,0,0,0
Horno,A1-A2,0,4,0,0,8,5,2
Hortaliza,B1,0,0,1,0,1,0,0
Hospital,A1-A2,2,11,9,2,0,3,6
Hostal,B1,0,0,0,0,0,0,0
Huelga,B1,0,1,0,0,1,0,18
Huella,B2,1,5,4,2,1,3,7
Huerta,B1,0,1,1,0,0,0,0
Huerto,B1,0,0,1,0,3,0,4
Hueso,B1,7,0,3,3,6,3,10
Huevo,B1,1,0,1,1,36,5,6
Huevo frito,A1-A2,1,0,0,0,0,1,0
Humano,A1-A2,4,0,1,14,15,0,38
Humo,B1,1,6,1,3,4,1,2
Huracán,B1,0,0,0,0,1,3,2
Hurgar en la herida,B2,0,0,0,0,0,0,0
Hurto,B1,0,0,0,0,0,0,0
Huso horario,A1-A2,0,0,0,0,0,0,0
Hábitat,B2,0,0,0,0,0,0,2
Hígado,B2,0,0,0,1,2,0,0
Húmedo,A1-A2,0,2,5,2,2,7,3
Identificar huellas,B2,0,0,0,0,0,0,0
Iglesia,B1,6,6,32,15,5,2,4
Ilegal,B1,0,0,0,0,0,0,16
Impaciente,B1,2,1,2,1,1,4,0
Impacto medioambiental,B2,0,0,0,0,0,0,0
Impresionismo,B2,0,0,0,0,0,0,0
Impresionista,B2,0,0,0,0,0,0,1
Impresora,A1-A2,0,0,0,0,0,0,0
Imprimir,B2,1,0,0,0,0,0,1
Incendio forestal,B1,0,0,0,0,0,0,0
Incidencia,B2,0,0,0,0,0,0,8
Incorporación inmediata,B1,0,0,0,0,0,0,0
Indemnización,B2,0,0,0,0,0,0,8
Indicar una maniobra,B1,0,0,0,0,0,0,0
Indigesto,B2,0,0,0,0,0,0,0
Indignado,B2,0,0,0,0,0,1,2
Industrial,B2,2,3,0,1,0,0,20
Infarto,B2,0,1,1,0,0,0,0
Infección,A1-A2,0,0,0,0,0,0,5
Inflamado,B2,0,0,0,0,0,0,1
Información,A1-A2,5,13,6,1,0,0,34
Informativos,B2,0,0,0,0,0,0,6
Infusión,B1,0,0,0,0,4,0,0
