Lexical item,Level,Avanzado,Inicial,Intermedio,Adulta,Infantil,Juvenil,Native
Ingrediente,A1-A2,0,0,0,1,0,0,1
Ingredientes,B1,0,0,0,1,0,0,1
Ingresos,B2,1,0,0,1,0,0,13
Inmueble,B2,0,0,0,0,0,0,3
Inocente,B2,1,3,2,2,3,1,4
Inodoro,A1-A2,0,0,1,0,0,0,0
Inquilino,B2,0,0,1,7,0,0,1
Inscribirse,B1,0,0,0,0,0,0,0
Inseguro,B1,0,0,0,0,0,0,0
Inspector,B2,5,38,2,0,0,0,1
Instalaciones deportivas,B2,0,0,0,0,0,0,1
Instalación eléctrica,B2,0,0,0,0,0,0,0
Instalar,B2,2,1,2,2,1,1,9
Instalar un programa,B1,0,0,0,0,0,0,0
Instrucción,A1-A2,0,1,0,3,1,0,1
Instrumento de cuerda,B1,0,0,0,0,0,1,0
Instrumento de percusión,B1,0,0,0,0,0,0,0
Instrumento de viento,B1,0,0,0,0,0,0,0
Insultar,B1,1,0,1,1,0,3,4
Insulto,B1,0,5,1,2,2,2,6
Insípido,B2,0,0,0,0,0,0,0
Inteligente,A1-A2,1,4,3,3,7,1,5
Intercambiador,B2,0,0,0,0,0,0,0
Intercambiar,B1,0,0,0,1,0,1,5
Intercambio,B1,0,0,0,1,1,0,8
Intereses,B2,4,5,2,11,2,5,52
Interior,A1-A2,4,4,4,7,15,8,31
Internet,B2,0,1,5,0,0,0,15
Interrogar,B2,1,1,0,3,1,0,2
Interruptor,B2,0,0,0,0,1,1,0
Interurbano,B2,0,0,0,0,0,0,0
Interés fijo,B2,0,0,0,0,0,0,0
Interés variable,B2,0,0,0,0,0,0,0
Intestino,B2,0,0,0,0,0,0,4
Intranquilo,B1,0,0,0,0,0,1,0
Introvertido,B1,0,0,0,0,0,0,1
Inundación,B1,0,0,0,0,0,0,1
Invernadero,B1,0,0,0,0,0,0,0
Inversión a largo plazo,B2,0,0,0,0,0,0,0
Invertir,B2,0,3,0,0,0,0,9
Invierno,A1-A2,0,1,6,4,11,19,7
Invitación,B1,1,0,0,0,0,1,3
Invitado,B1,0,1,5,2,5,1,5
Invitar,B1,0,9,7,3,3,3,7
Inyección,B2,0,0,0,0,0,4,3
Ir a la compra,A1-A2,0,0,0,0,0,0,0
Ir a trabajar,A1-A2,2,4,0,0,1,1,0
Ir al gimnasio,A1-A2,0,0,0,0,0,1,0
Ir bien con,B1,0,0,0,0,0,0,0
Ir bien con todo,B1,0,0,0,0,0,0,0
Ir de compras,A1-A2,0,0,0,0,0,0,0
Ir de excursión,B1,0,0,0,0,0,0,0
Ir de marcha,B1,0,0,0,0,0,0,0
Ir de tapas,B1,0,0,0,0,0,0,0
Ir de vacaciones,B1,1,3,0,0,0,0,0
Isla,A1-A2,3,0,25,1,14,12,24
Jabón,A1-A2,0,0,2,0,4,3,1
Jamón serrano,A1-A2,0,0,0,0,0,0,0
Jardinera,B1,0,0,0,0,0,0,0
Jardinero,A1-A2,3,0,0,0,0,0,0
Jardinería,B1,0,0,0,0,0,0,0
Jardín,B1,14,12,4,2,19,62,5
Jarra,A1-A2,0,0,1,1,1,1,0
Jarra de agua,A1-A2,0,0,1,0,0,0,0
Jaula,B1,9,1,0,0,1,0,2
Jeans,A1-A2,0,0,0,0,0,0,0
Jefe,A1-A2,33,28,25,2,2,1,47
Jersey,A1-A2,1,0,2,0,0,2,2
Jirafa,B1,0,0,0,0,1,0,0
Joven,A1-A2,11,25,29,54,32,19,42
Jubilación,B1,0,0,0,0,0,0,0
Jubilación anticipada,B1,0,0,0,0,0,0,0
Jubilado,A1-A2,1,0,1,0,0,0,2
Jubilarse,B1,0,0,0,0,0,0,0
Judo,B2,0,0,0,0,0,0,0
Judía,B1,0,0,0,1,0,0,2
Juego de azar,B2,0,0,0,0,0,0,1
Juego de ingenio,B2,0,0,0,0,0,0,0
Juego de mesa,B2,0,0,0,0,1,0,0
Juego de naipes,B2,0,0,0,0,0,0,0
Juegos olímpicos,B2,0,0,0,0,0,0,0
Jueves,A1-A2,1,11,8,0,0,5,32
Juez,B1,0,0,1,1,1,0,29
Jugada,B2,0,0,0,1,0,0,12
Jugador,B1,2,0,0,2,0,0,86
Jugador de hockey,B1,0,0,0,0,0,0,0
Jugar,B1,4,5,9,12,24,22,72
Jugar limpio,B2,0,0,0,0,0,0,0
Jugar una partida,B2,0,1,0,1,0,0,0
Jugo,A1-A2,0,0,0,0,1,0,0
Jugoso,B2,0,0,0,0,0,0,1
Juicio,B1,14,0,1,4,1,0,27
Juicio oral,B2,0,0,0,0,0,0,0
Julio,A1-A2,1,63,3,6,0,0,26
Junio,A1-A2,0,9,1,0,0,0,41
Junto,A1-A2,29,23,44,23,50,37,57
Junto a,A1-A2,18,13,27,13,29,29,28
Juzgado,B2,0,0,1,0,0,0,2
Juzgar,B1,4,0,1,5,6,1,13
Kilo,A1-A2,0,1,4,0,0,0,14
Kilogramo,B1,0,0,0,0,0,0,0
Kilómetro,B1,2,3,5,3,2,0,31
Kilómetro cuadrado,B1,0,0,1,0,0,0,0
La ocasión la pintan calva,B2,0,0,0,0,0,0,0
Labio,B1,7,2,12,14,8,34,10
Labios,A1-A2,0,0,0,0,0,0,0
Laboratorio,B1,8,0,9,0,1,0,20
Lado,B1,25,57,40,37,25,44,31
Ladrillo,B2,1,0,0,2,5,2,4
Ladrón,B2,4,39,2,2,3,1,2
Ladrón de guante blanco,B2,0,0,0,0,0,0,0
Lago,A1-A2,0,10,4,0,6,2,2
Lamentarse,B2,0,0,0,0,1,0,0
Lana,B1,1,0,2,0,7,2,6
Langosta,B2,0,6,0,0,0,1,0
Langostino,B2,0,0,0,0,0,0,0
Lanzamiento de peso,B2,0,0,0,0,0,0,0
Largo,B1,19,14,32,43,49,42,54
Largometraje,B2,0,0,0,0,0,0,0
Lata,B1,0,2,0,0,3,1,5
Lata de refresco,A1-A2,0,0,0,0,0,0,0
Lava,B1,0,0,4,0,0,1,0
Lavabo,A1-A2,1,0,2,1,0,5,0
Lavadora,A1-A2,0,0,0,0,0,0,0
Lavaplatos,A1-A2,0,0,0,0,0,0,0
Lavar,A1-A2,0,0,10,3,5,4,4
Lavarse,A1-A2,0,0,0,0,0,0,0
Lavarse el pelo,A1-A2,0,0,0,0,0,0,0
Lavarse los dientes,A1-A2,0,0,0,0,0,0,1
Lavavajillas,A1-A2,0,0,0,0,0,1,1
Leche,B1,2,11,2,6,10,2,4
Lechuga,A1-A2,0,0,0,0,0,1,1
Leer,A1-A2,26,43,20,23,6,20,19
Leer un libro,A1-A2,0,0,0,0,0,0,0
Leer una revista,A1-A2,0,0,0,0,0,0,0
Legumbre,B1,0,0,0,0,0,0,0
Lengua,B2,4,3,6,4,5,6,5
Lenguado,B2,0,0,1,0,0,0,0
Lenteja,B1,0,3,0,0,0,0,0
Lesionarse,B2,0,0,0,0,0,0,0
Lesión,B2,0,1,0,0,0,0,16
Letra,B1,4,3,2,5,6,7,15
Letra de una canción,B1,0,0,0,0,0,0,0
Levantamiento de pesas,B1,0,0,0,0,0,0,0
Levantar los brazos,B1,0,1,0,0,0,0,0
Levantar pesas,B1,0,0,0,0,0,0,1
Levantarse,A1-A2,10,1,5,6,2,4,3
Ley,B2,5,1,3,9,5,3,51
León,B1,9,2,2,1,8,3,4
Liberal,B1,4,0,0,1,0,0,13
Libertad de expresión,B2,0,0,0,0,0,0,3
Libertad de prensa,B2,0,0,0,0,0,0,1
Libro,A1-A2,55,15,28,13,34,35,37
Libro de reclamaciones,B2,0,0,0,0,0,0,0
Licenciado,B2,5,0,0,0,0,1,1
Licenciatura,B1,0,0,0,0,0,0,0
Licor,B1,0,1,0,1,0,1,0
Lienzo,B2,0,11,0,3,0,0,5
Liga,B2,0,1,0,0,0,0,42
Ligero,B2,5,1,6,2,5,2,5
Lima,B1,0,0,0,0,0,0,8
Limarse las uñas,B1,0,0,0,0,0,0,0
Limpiar el polvo,B1,0,0,0,0,1,0,0
Limón,B1,0,0,2,0,1,0,0
Lindo,A1-A2,0,0,9,0,7,1,2
Lino,B1,2,0,0,2,2,0,6
Liso,B1,0,0,2,1,1,0,2
Lista de distribución,B2,0,0,0,0,0,0,0
Lista de invitados,B1,0,0,0,0,0,0,0
Literario,B2,2,0,0,1,0,0,8
Literatura,B2,2,3,1,1,0,0,6
Litro,B1,0,0,1,0,2,0,5
Llamada,A1-A2,2,1,0,0,0,1,4
Llamada interurbana,B2,0,0,0,0,0,0,0
Llamadas internacionales,B2,0,0,0,0,0,0,0
Llamar,B1,84,101,90,44,43,66,45
Llamar por teléfono,A1-A2,0,2,2,1,0,2,0
Llave,A1-A2,7,34,27,5,6,8,3
Llegada,A1-A2,3,0,2,6,4,0,9
Llenarse de orgullo,B2,0,0,0,0,0,0,0
Llevar,B1,98,108,117,70,81,114,134
Llevar a juicio,B2,0,0,0,0,0,0,0
Llevar años cotizados,B2,0,0,0,0,0,0,0
Llevar años en paro,B2,0,0,0,0,0,0,0
Llevar años juntos,B1,0,0,0,0,0,0,0
Llevar barba,A1-A2,0,1,0,0,0,0,0
Llevar bigote,A1-A2,0,1,0,0,0,0,0
Llevar gafas,A1-A2,0,1,3,0,0,0,0
Llevar un vestido,A1-A2,0,2,0,1,0,0,0
Llevarse,B1,0,0,0,0,0,0,0
Llevarse bien,B1,0,0,0,0,0,0,0
Llevarse como hermanos,B2,0,0,0,0,0,0,0
Llevarse mal,B1,0,0,0,0,0,0,0
Llevarse mucho,B1,0,0,0,0,0,0,0
Llover,A1-A2,3,4,4,2,1,4,5
Lluvia,A1-A2,1,2,4,11,2,7,12
Lluvia ácida,B2,0,0,0,0,0,0,1
Localización,B2,0,0,0,0,0,0,0
Locutor,B1,0,2,0,0,0,0,0
Lomo,B1,1,0,0,2,6,3,0
Loncha de jamón,A1-A2,0,0,0,0,0,0,0
Loncha de queso,A1-A2,0,0,0,0,0,0,0
Loro,A1-A2,0,0,0,0,0,0,1
Lotería,B2,2,2,0,1,0,0,2
Lubina,B2,0,0,0,0,0,0,0
Luchas intestinas,B2,0,0,0,0,0,0,0
Lugar,A1-A2,57,37,47,25,55,20,81
Luminoso,B1,0,1,2,5,1,2,6
Luna,A1-A2,13,2,18,15,12,25,6
Luna de miel,B1,0,0,0,1,0,0,0
Lunes,A1-A2,1,16,2,6,0,2,30
Luz,B1,12,29,33,32,22,34,26
Lácteos,B1,0,0,0,0,0,0,0
Lámpara,A1-A2,1,0,2,6,20,2,1
Lámpara de pie,A1-A2,0,0,0,0,0,0,0
Lámpara de techo,A1-A2,0,0,0,0,0,0,0
Lápiz,A1-A2,1,1,2,2,2,2,0
Línea,B2,5,5,5,3,3,2,26
Línea ADSL,B1,0,0,0,0,0,0,0
Línea ocupada,A1-A2,0,0,0,0,0,0,0
Líneas de autobuses,B2,0,0,0,0,0,0,0
Lógica,B2,0,0,0,0,0,0,0
Macarrones,A1-A2,0,0,0,0,0,0,0
Maceta,B1,0,0,1,3,3,0,1
Madalena,B1,0,0,0,0,0,0,0
Madera,B1,7,6,5,4,32,21,6
Madre,A1-A2,34,35,53,100,40,119,26
Maduro,A1-A2,0,1,3,2,0,0,3
Maestría,B1,0,0,1,0,0,0,1
Magro de cerdo,B2,0,0,0,0,0,0,0
Mal tiempo,A1-A2,0,0,0,0,1,0,0
Malas vistas,B1,0,0,0,0,0,0,0
Malestar,B2,0,0,0,1,0,0,6
Maleta,B1,4,20,8,1,0,0,3
Mamá,A1-A2,8,11,16,23,17,56,0
Mamífero,B1,0,0,0,0,0,0,4
Mancha,B2,36,0,5,5,7,6,4
Mandar una carta,B1,0,0,0,0,0,0,0
Manejar software libre,B2,0,0,0,0,0,0,0
Maniobra,B1,0,0,1,1,0,0,10
Maniobra de giro a la izquierda,B1,0,0,0,0,0,0,0
Mano,A1-A2,54,54,90,77,54,198,59
Manta,A1-A2,4,2,2,1,3,3,5
Mantel,A1-A2,1,0,3,0,1,1,0
Mantener el contacto,B2,0,0,0,0,0,0,0
Mantenerse en forma,B1,0,0,0,0,0,0,0
Mantenimiento,B2,0,0,0,0,0,0,8
Mantequilla,B1,0,2,2,1,0,0,2
Manzana,A1-A2,0,1,2,1,9,2,0
Manzano,B1,0,0,0,0,1,0,1
Mapa,A1-A2,1,2,4,1,1,1,3
Mapa de carretera,B1,0,0,0,0,0,0,0
Maquillador,B2,0,0,0,0,0,0,0
Maquillarse,B1,0,0,0,0,0,0,0
Maquinilla de afeitar,A1-A2,0,0,0,0,0,0,0
Mar,A1-A2,22,32,34,7,44,5,20
Marcar un gol,B1,0,0,0,0,0,0,0
Marcar un número de teléfono,A1-A2,0,0,0,0,0,0,1
Marco,B2,0,0,0,1,4,0,24
Marea negra,B2,0,0,0,0,3,0,0
Mareado,B1,0,1,0,0,0,0,0
Maremoto,B1,0,0,0,0,0,0,0
Mareo,B2,0,0,0,0,1,0,1
Marido,A1-A2,9,20,14,7,7,10,9
Marisco,B1,0,4,0,0,0,0,0
Martes,A1-A2,5,1,0,1,0,0,23
Marzo,A1-A2,1,4,1,4,0,1,24
Masaje,B2,0,1,0,0,0,0,0
Masaje relajante,B2,0,0,0,0,0,0,0
Mascota,B1,0,0,1,0,2,0,0
Masticar,B2,0,0,0,0,2,2,0
Materia,B2,0,0,1,3,0,0,28
Materia obligatoria,B2,0,0,0,0,0,0,0
Matiz,B2,0,0,0,1,1,0,2
Matricularse,B1,0,0,0,0,0,0,0
Matrimonio,B1,6,0,2,3,2,2,3
Matrícula,B1,1,0,1,0,0,0,3
Mayo,A1-A2,0,7,17,2,0,0,59
Mayonesa,A1-A2,0,0,0,0,0,0,0
Mecánico,A1-A2,1,2,1,0,1,2,7
Medalla,B2,0,3,0,3,0,0,15
Media pensión,A1-A2,0,0,0,0,0,0,0
Medias,A1-A2,1,0,2,10,0,0,9
Medicamento,A1-A2,0,3,0,0,0,0,1
Medicamento genérico,B2,0,0,0,0,0,0,0
Medicina,A1-A2,3,0,1,7,1,3,6
Medida de seguridad,B2,0,0,0,0,0,0,4
Medio ambiente,B1,0,0,0,0,0,0,15
Medioambiente,B2,0,0,0,0,0,0,0
Medir la luz,B1,0,0,0,0,0,0,0
Mejillón,B2,0,0,0,0,0,0,0
Melena suelta,B2,0,0,0,0,0,0,0
Mellizo,B2,0,0,0,0,0,0,0
Melón,A1-A2,0,1,1,0,0,0,0
Memorias,B1,16,8,5,17,6,8,9
Memorizar,B1,0,0,0,0,0,0,0
Menestra de verduras,A1-A2,0,0,0,0,0,0,0
Mensaje,A1-A2,6,3,0,5,0,2,18
Mensaje de texto,B1,0,0,0,0,0,0,0
Mensajero,B1,0,0,0,0,0,0,0
Mensual,B1,0,0,0,0,0,0,4
Mentiroso,B1,0,0,0,0,0,0,0
Menú,B1,0,1,0,0,1,0,0
Menú del día,B1,0,0,0,0,0,0,0
Mercado,A1-A2,0,6,4,1,5,7,93
Mercado Inmobiliario,B2,0,0,0,0,0,0,0
Mercado financiero,B2,0,0,0,0,0,0,1
Mercancía,B2,0,0,0,0,2,0,3
Merengue,B1,0,0,0,0,0,0,0
Merluza,A1-A2,0,0,0,0,0,0,9
Mermelada,A1-A2,0,2,1,0,1,0,0
Mesa,A1-A2,17,43,32,25,19,15,15
Mesilla de noche,A1-A2,0,0,1,0,0,0,0
Meterse en camisa de once varas,B2,0,0,0,0,0,0,0
Metro,B1,6,4,12,5,5,15,30
Metro cuadrado,B1,0,0,1,0,0,0,3
Metro cúbico,B1,0,0,0,0,0,0,0
Metro ligero,B2,0,0,0,0,0,0,0
Mexicano,A1-A2,0,0,15,0,0,0,34
Mezclar las cartas,B2,0,0,0,0,0,0,0
Mezquita,B1,0,1,0,0,0,0,0
Microondas,A1-A2,0,0,0,0,0,0,0
Miel,B1,2,0,5,3,2,2,1
Mil,A1-A2,30,8,21,5,23,4,43
Mileurista,B2,0,0,0,0,0,0,0
Miligramo,B1,0,0,0,0,0,0,0
Milésimo,A1-A2,0,0,0,0,0,0,0
Milímetro,B1,0,0,0,0,0,0,1
Minerales,B1,0,0,0,0,0,0,0
Minifalda,B1,0,0,1,0,0,0,0
Misa,B1,0,0,14,4,0,0,2
Miércoles,A1-A2,4,5,3,0,0,0,34
Mochila,B1,0,0,0,0,0,0,0
Moderno,B1,3,7,6,3,0,0,19
Moldear,B2,0,0,0,0,0,0,1
Molestias,B2,2,0,0,1,1,0,3
Molécula,B2,0,0,0,0,0,1,37
Moneda,B1,1,2,1,3,13,2,10
Monitor,B1,0,0,1,0,0,0,2
Mono,B1,4,2,3,0,2,5,4
Montaje,B2,0,1,1,0,0,0,3
Montar en bici,A1-A2,0,0,0,0,0,0,0
Montaña,A1-A2,11,5,4,1,17,5,12
Monumento,B1,0,4,2,0,0,1,0
Monólogo,B2,2,0,0,0,0,0,0
Morenito,A1-A2,0,0,0,0,0,0,0
Moreno,A1-A2,5,3,3,0,1,2,7
Moroso,B2,0,0,0,0,0,0,0
Mosca,A1-A2,0,1,1,0,2,1,2
Mosquito,A1-A2,0,1,0,0,1,0,2
Mostrador,A1-A2,2,1,1,4,0,6,0
Mostrador de facturación,A1-A2,0,0,0,0,0,0,0
Moto,A1-A2,11,6,3,0,0,2,0
Motor,B1,0,3,3,2,4,0,21
Mover el cuerpo,B1,0,0,0,0,0,0,0
Movimiento artístico,B2,0,0,0,0,0,0,0
Muchas calorías,B2,0,0,0,0,0,0,0
Muchas gracias,A1-A2,3,5,5,0,4,1,0
Mucho gusto,A1-A2,3,1,1,0,0,0,1
Mudanza,B1,1,0,0,1,0,0,0
Mudarse,B2,0,0,0,0,0,0,0
Mudarse de casa,A1-A2,0,0,0,0,0,0,0
Mueble,A1-A2,2,6,6,8,2,1,3
Muerte,B1,23,10,16,23,11,8,40
Muestra,B2,20,0,6,14,12,7,81
Mujer,A1-A2,51,62,94,71,60,23,69
Multa,B1,0,0,1,0,0,0,4
Multar,B1,0,0,0,0,0,0,9
Muralla,B1,0,12,0,0,0,2,1
Museo,B1,0,47,9,1,1,2,3
Musical,B1,2,0,0,1,1,7,2
"Muy bien, gracias",A1-A2,0,0,0,0,0,0,0
Muñeca,B1,3,0,1,2,0,2,2
Mármol,B2,2,0,1,0,1,2,0
Máster,B1,0,0,0,0,0,0,0
Médico,A1-A2,11,11,8,6,3,5,15
México,A1-A2,0,0,11,0,0,0,36
Móvil,B1,0,11,2,0,0,0,4
Músculo,B1,0,0,2,0,4,1,5
Música,A1-A2,19,21,14,4,9,17,4
Nadador,A1-A2,0,0,0,1,0,0,3
Nadar,A1-A2,1,0,1,1,13,2,0
Nadar y guardar la ropa,B2,0,0,0,0,0,0,0
Nailon,B1,0,0,0,0,0,0,0
Naranja,A1-A2,0,6,2,1,0,4,4
Nariz,A1-A2,7,2,7,6,13,10,3
Nata,B1,0,0,0,0,0,0,0
Natación,B2,0,0,0,0,0,0,3
Naturaleza,B2,3,0,9,4,2,1,32
Navegador,B1,0,0,0,0,0,0,0
Navegar,B1,1,0,0,1,1,1,3
Necesidad de,B2,2,0,0,6,5,1,30
Negativo,B2,0,1,0,1,0,0,15
Negro,A1-A2,17,35,48,24,49,60,30
Nervioso,B1,2,29,20,7,5,18,4
Neumonía,B2,0,0,0,0,0,0,0
Neurólogo,B1,0,0,0,0,0,0,0
Nevar,A1-A2,0,0,0,0,2,0,0
Nevera,A1-A2,0,10,1,0,0,2,0
Nevera portátil,B1,0,0,0,0,0,0,0
Nicaragua,A1-A2,0,0,0,0,0,0,7
Nicaragüense,A1-A2,0,0,0,0,0,0,1
Niebla,A1-A2,0,1,1,0,1,1,0
Nieto,A1-A2,1,1,6,0,0,0,1
Nieve,A1-A2,2,0,1,2,17,59,12
Nitidez,B2,0,0,0,0,0,0,0
No llegarle a la suela del zapato,B2,0,0,0,0,0,0,0
No llegarle la camisa al cuerpo,B2,0,0,0,0,0,0,0
No pintar nada,B2,0,0,0,0,0,0,0
No querer ver a nadie ni en pintura,B2,0,0,0,0,0,0,0
No saber a nada,B1,0,0,0,0,0,0,0
Nonagésimo,A1-A2,0,0,0,0,0,0,0
Norma de circulación,B1,0,0,0,0,0,0,0
Normas de circulación,B2,0,0,0,0,0,0,0
Norte,A1-A2,4,5,4,0,6,8,16
Nota,A1-A2,7,7,5,4,7,29,20
Nota media,B2,0,0,0,0,0,0,0
Noticia bomba,B2,0,0,0,0,0,0,0
Noticia de actualidad,B2,0,0,0,0,0,0,0
Noticia fiable,B2,0,0,0,0,0,0,0
Novecientos,A1-A2,0,0,0,0,0,0,0
Novela,B1,9,12,9,7,1,7,16
Novela de aventuras,B1,0,0,0,0,0,0,1
Novela de ciencia ficción,B1,0,0,0,0,0,0,0
Novela histórica,B1,1,0,0,0,0,0,0
Novela policíaca,B1,0,0,0,0,0,0,0
Novela romántica,B1,0,0,0,0,0,0,0
Novelista,B1,0,1,1,0,0,0,1
Noveno,A1-A2,0,1,0,0,0,0,0
Noventa,A1-A2,1,1,0,0,0,0,3
Noviazgo,B1,0,0,0,0,0,0,0
Noviembre,A1-A2,0,8,2,0,0,0,21
Novio,B1,5,13,6,2,0,2,0
Nube,A1-A2,5,1,7,6,20,9,4
Nublado,A1-A2,0,0,0,0,0,0,0
Nuboso,A1-A2,0,0,0,0,0,0,0
Nuera,B2,0,0,0,0,0,0,0
Nueve,A1-A2,3,9,9,7,3,3,19
Nuevo,B1,28,56,60,27,73,44,211
Nuez,B1,0,0,0,0,2,1,0
Nutrientes,B2,0,0,0,0,0,0,0
Nutritivo,B1,0,0,0,0,0,0,0
Náuseas,B2,0,0,1,0,0,3,1
Nómina,B2,0,0,0,0,0,0,1
Número decimal,B2,0,0,0,0,0,0,0
Número equivocado,A1-A2,0,0,0,0,0,0,0
Número impar,B2,0,0,0,0,0,0,0
Número par,B2,0,0,0,0,0,0,0
Obedecer,B1,2,1,2,3,6,2,9
Obediencia,B1,0,0,1,0,1,0,1
Objetivo,B1,0,0,2,2,2,1,42
Obra,B2,16,10,5,7,6,10,31
Obra de teatro,B2,1,0,0,0,0,1,0
Obra literaria,B1,0,0,0,0,0,0,1
Obrero,A1-A2,0,3,1,2,0,2,15
Obsequio,B1,0,0,0,0,1,0,0
Obtener créditos,B2,0,0,0,0,0,0,0
Obtener una beca,B2,0,0,0,0,0,0,0
Ochenta,A1-A2,0,0,0,1,0,0,4
Ocho,A1-A2,12,17,12,6,3,2,14
Ochocientos,A1-A2,0,1,0,0,0,0,0
Octavo,A1-A2,0,0,1,2,0,0,6
Octogésimo,A1-A2,0,0,0,0,0,0,0
Octubre,A1-A2,1,11,4,5,0,0,22
Oculista,B1,0,0,0,0,0,0,0
Océano,A1-A2,3,0,3,0,6,2,1
Odio,B2,0,2,1,1,2,2,2
Oeste,A1-A2,1,1,8,0,0,1,13
Oferta,B2,1,0,0,1,1,0,22
Oferta de empleo,B1,0,0,0,0,0,0,1
Oferta de trabajo,A1-A2,0,0,0,0,0,0,1
Oficina,A1-A2,7,40,5,21,0,1,20
Oficina de empleo,A1-A2,0,0,0,0,0,0,0
Oftalmólogo,B1,0,0,0,0,0,0,0
Ojo,A1-A2,40,47,66,59,72,126,32
Ola,A1-A2,2,4,0,0,12,0,8
Olfato,B2,0,0,0,1,0,0,0
Oliva,B1,0,0,0,0,0,0,6
Olla a presión,B2,0,0,0,0,0,0,0
Olvidar,B1,22,19,12,25,16,18,19
Once,A1-A2,1,10,5,8,13,1,13
Operación,B1,0,1,0,2,0,1,73
Opinar,B2,0,0,0,0,0,2,17
Optimismo,B2,0,0,0,1,0,0,4
Optimista,B1,0,0,1,1,0,0,3
Oralmente,B2,0,0,0,0,0,0,0
Ordenado,A1-A2,0,0,0,1,0,0,0
Ordenador,A1-A2,3,5,1,0,1,1,11
Ordeñar,B1,0,0,0,0,0,0,0
Oreja,A1-A2,0,1,1,0,3,5,5
Origen,B2,2,2,1,2,1,1,30
Original,B2,3,3,2,3,0,0,6
Orquesta,B1,0,0,1,0,1,3,1
Orégano,B2,0,0,0,0,0,0,0
Oso,B1,0,0,0,1,5,0,2
Otoño,A1-A2,1,4,6,1,3,4,6
Oveja,B1,8,0,0,0,10,1,2
Oído,B2,4,0,0,0,3,3,2
Paciente,B1,1,0,0,2,1,0,3
Pacífico,B1,6,0,0,1,1,1,6
Padecer una enfermedad,B2,0,0,0,0,0,0,0
Padre,A1-A2,29,30,73,82,31,138,25
Padres adoptivos,B1,0,0,7,0,0,0,0
Paga extra,B2,0,0,0,0,0,0,0
Pagar a plazos,B2,0,0,0,0,0,0,0
Pagar al contado,B2,0,0,0,0,0,0,0
Pagar con tarjeta,B1,0,0,0,0,0,0,0
Pagar la comunidad,B1,0,0,0,0,0,0,0
Pagar una hipoteca,B1,0,0,0,0,0,0,0
Pago de las costas,B2,0,0,0,0,0,0,0
Pago por adelantado,B1,0,0,0,0,0,0,0
Paisaje,A1-A2,1,10,6,1,8,1,4
Pala,B1,0,0,0,0,0,1,0
Palacio,B1,8,12,4,2,36,5,19
Paladar,B2,0,0,0,1,0,0,2
Palco,B2,0,0,1,0,0,0,0
Paleta,B2,0,0,0,0,0,0,1
Palillos,B1,0,0,0,0,0,0,2
Palo,B1,4,0,7,1,1,7,3
Pan,A1-A2,7,10,33,8,15,4,3
Pan integral,B2,0,0,0,0,0,0,0
Pan rallado,B2,0,0,0,0,0,0,0
Panadero,A1-A2,0,0,0,0,2,1,0
Panadería,A1-A2,0,0,1,0,0,0,0
Panameño,A1-A2,0,0,0,0,0,0,12
Panamá,A1-A2,0,0,0,0,0,0,28
Paneles solares,B2,0,0,0,0,1,0,0
Pantalla,B1,0,1,0,0,0,0,7
Pantalones,A1-A2,0,11,12,8,1,8,0
Pantalón,B1,0,11,12,8,1,8,0
Papel,B2,9,26,14,17,10,15,38
Papel higiénico,A1-A2,0,0,0,0,0,1,0
Papelera,A1-A2,0,0,0,0,0,0,10
Papilas gustativas,B2,0,0,0,0,0,0,0
Papá,A1-A2,2,5,11,0,11,37,3
Paquete de salchichas,A1-A2,0,0,0,0,0,0,0
Paquete postal,B2,0,0,0,0,0,0,0
Parada,B1,1,2,4,1,2,2,2
Parada de autobús,A1-A2,0,0,1,0,0,0,0
Parada de taxi,A1-A2,0,1,0,0,0,0,0
Paraguas,A1-A2,0,0,1,1,0,5,0
Paraguay,A1-A2,1,0,1,0,0,0,5
Paraguayo,A1-A2,1,0,0,0,0,0,4
Parapente,B1,0,0,0,0,0,0,0
Parar el balón,B1,0,0,0,0,0,0,0
Parchís,B2,0,0,0,0,0,0,0
Parecerse,B2,0,0,0,0,0,0,0
