Lexical item,Level,Avanzado,Inicial,Intermedio,Adulta,Infantil,Juvenil,Native
Parecerse a,B2,0,0,0,0,0,0,0
Pared,A1-A2,3,15,13,21,14,17,8
Pareja,B1,3,3,5,1,4,0,7
Pareja de hecho,B1,0,0,0,0,0,0,0
Parentesco,B2,0,0,0,1,0,1,0
Parentesco de primer grado,B2,0,0,0,0,0,0,0
Parentesco de segundo grado,B2,0,0,0,0,0,0,0
Pariente lejano,B2,0,0,0,0,0,0,0
Paro,A1-A2,0,0,1,0,0,0,36
Parque,B1,4,4,12,0,3,11,8
Parque acuático,B1,0,0,0,0,0,0,0
Parque de atracciones,A1-A2,0,0,1,0,0,0,0
Parte meteorológico,B2,0,0,0,0,0,1,0
Partida,B2,4,1,1,6,2,1,13
Partido,B2,2,1,4,6,1,4,248
Partícula,B2,0,0,0,0,0,0,4
Parálisis,B2,0,0,0,0,0,0,5
Pasajero,A1-A2,0,8,2,1,1,1,5
Pasaporte,A1-A2,2,3,3,0,3,0,3
Pasar,A1-A2,83,116,109,71,91,101,83
Pasar de curso,B2,0,0,0,0,0,0,0
Pasar el aspirador,B1,0,0,0,0,0,0,0
Pasar el rato,B2,0,0,0,0,0,0,1
Pasar una inspección,B2,0,0,0,0,0,0,0
Pasarlas canutas,B2,0,0,0,0,0,0,0
Pasarlo bien,B1,0,0,2,0,0,0,0
Pasarlo mal,B1,0,0,0,0,0,0,0
Pasatiempo,B2,0,0,1,1,0,0,1
Pasatiempos,B1,0,0,1,1,0,0,1
Pasillo,A1-A2,1,17,5,6,2,15,7
Paso de peatones,B2,0,0,0,0,0,0,0
Pasta,B1,0,2,2,1,0,1,3
Pasta de dientes,A1-A2,0,0,1,0,0,0,0
Pastel,B1,0,2,1,0,3,4,2
Pastilla,B1,0,1,2,0,0,1,0
Patata,B1,1,11,0,0,1,1,2
Patinador,B1,0,0,0,0,0,0,0
Patinaje sobre hielo,B1,0,0,0,0,0,0,0
Patinar,B1,0,0,0,0,0,0,0
Patio de butacas,B2,0,0,0,0,0,0,0
Patín,B1,0,0,1,0,0,1,1
País,A1-A2,5,17,13,3,20,8,286
País en vías de desarrollo,B1,0,0,0,0,0,0,2
Pañuelo,B1,1,2,8,6,1,5,1
Peaje,B2,0,2,0,0,1,0,3
Peca,A1-A2,0,0,0,1,0,0,0
Pecho,B1,4,4,3,4,9,16,6
Pechuga,B1,0,0,0,0,0,0,0
Pechuga de pollo,B2,0,0,0,0,0,0,0
Pedir,B1,50,21,30,21,17,19,66
Pedir cita,A1-A2,0,0,0,0,0,0,0
Pedir la cuenta,A1-A2,0,0,0,0,0,0,0
Pedir peras al olmo,B2,0,0,0,0,0,0,0
Pedir una hipoteca,B1,0,0,0,0,0,0,0
Peinarse,A1-A2,0,0,0,0,0,0,0
Peine,A1-A2,0,0,0,0,6,1,0
Peligro,B1,7,3,6,3,6,1,22
Peligroso,B1,4,11,7,3,6,4,14
Pelo,A1-A2,9,30,24,13,10,120,8
Pelo corto,A1-A2,0,0,1,0,0,1,0
Pelo largo,A1-A2,0,0,1,0,0,3,0
Pelo liso,A1-A2,0,0,1,0,0,0,0
Pelo moreno,A1-A2,0,0,0,0,0,0,0
Pelo rizado,A1-A2,0,0,0,0,0,4,0
Pelota,B1,1,0,3,0,2,2,4
Peluquero,A1-A2,0,0,1,0,0,0,0
Peluquería,A1-A2,0,13,2,0,0,0,0
Película,B2,1,8,6,3,0,3,11
Película de acción,B1,0,0,0,0,0,0,0
Película de dibujos animados,B1,0,0,0,0,0,0,0
Película de guerra,B1,0,0,0,0,0,0,0
Película de terror,B1,0,1,0,0,0,0,0
Película del oeste,B1,0,0,0,0,0,0,0
Película doblada,B1,0,0,0,0,0,0,0
Película muda,B1,0,0,0,0,0,0,0
Película policiaca,B1,0,0,0,0,0,0,0
Película romántica,B1,0,0,0,0,0,0,0
Película subtitulada,B1,0,0,0,0,0,0,0
Penalti,B1,0,0,0,0,0,0,9
Pendiente,A1-A2,3,2,3,0,1,3,8
Pendientes,B1,3,2,3,0,1,3,8
Pensar,B1,86,146,115,118,71,110,58
Pensión,B1,1,1,0,7,0,0,3
Pensión completa,A1-A2,0,0,0,0,0,0,0
Pera,A1-A2,0,0,1,0,0,3,0
Peral,B1,0,0,0,0,0,0,1
Percance,B2,0,0,0,1,0,1,2
Percepción,B2,0,0,0,0,0,0,2
Percepción visual,B2,0,0,0,0,0,0,0
Perchero,A1-A2,0,0,0,0,0,2,0
Percibir,B2,1,0,0,0,1,0,3
Percibir el desempleo,B2,0,0,0,0,0,0,0
Perdedor,B1,0,0,0,0,0,0,3
Perder a alguien,B2,0,0,0,0,0,0,0
Perder el turno,B2,0,0,0,0,0,0,0
Perdón,A1-A2,2,6,8,9,3,6,4
Perejil,A1-A2,0,0,0,0,0,0,0
Perfil competitivo,B2,0,0,0,0,0,0,0
Perfil profesional,B2,0,0,0,0,0,0,0
Periodista,A1-A2,0,4,3,0,0,0,22
Periódico,A1-A2,5,39,10,5,3,10,15
Perro,A1-A2,1,18,29,11,13,29,5
Persiana,A1-A2,0,0,0,0,0,0,3
Personaje,B1,4,2,6,4,3,5,18
Personaje principal,B2,0,0,0,0,0,0,0
Personaje secundario,B2,0,0,0,0,0,0,0
Perspectiva,B2,0,0,0,4,0,0,9
Peruano,A1-A2,2,0,2,0,0,0,20
Perú,A1-A2,1,0,0,0,0,0,34
Pesarse,A1-A2,0,0,0,0,0,0,0
Pescadero,A1-A2,0,0,0,0,0,0,0
Pescadería,A1-A2,0,0,0,0,0,0,0
Pescado,B1,2,8,3,2,9,0,2
Pesimista,B1,1,0,0,0,0,0,2
Peso,B1,2,0,4,4,7,2,30
Pestaña,B1,0,0,5,0,0,0,0
Pez,A1-A2,0,0,16,1,10,1,6
Pianista,B1,0,3,0,1,0,0,0
Piano,B1,0,3,1,0,0,6,0
Picante,B1,0,0,1,0,0,0,1
Picar,B1,0,2,0,0,0,1,0
Picar algo de comer,A1-A2,0,0,0,0,0,0,0
Picnic,B1,0,0,0,0,0,0,0
Pictórico,B2,0,0,0,0,0,0,0
Pie,A1-A2,38,20,27,19,43,41,16
Pie de foto,B2,0,0,0,0,0,0,0
Piel,B2,2,0,7,3,14,17,24
Piel fresca,B2,0,0,0,0,0,0,0
Pierna,A1-A2,5,7,10,10,22,20,9
Pijama,A1-A2,0,2,4,1,0,3,0
Pillar un catarro,B2,0,0,0,0,0,0,0
Piloto,A1-A2,1,4,2,0,2,0,11
Pimienta,B1,0,0,1,0,0,0,0
Pina,B1,0,0,0,0,0,0,0
Pincel,B2,0,0,2,0,1,2,0
Pincelada,B2,0,0,0,0,0,0,0
Pinchar una rueda,B2,0,0,0,0,0,0,0
Pincho de tortilla,A1-A2,0,3,0,0,0,0,0
Pintar al óleo,B2,0,0,0,0,0,0,0
Pintar la mona,B2,0,0,0,0,0,0,0
Pintarse,B1,0,0,0,0,0,0,0
Pintarse las uñas,B2,0,0,0,0,0,0,0
Pintarse los labios,B1,0,0,0,0,0,0,0
Pintor,B1,4,6,4,7,2,1,4
Pintor de brocha gorda,B2,0,0,0,0,0,0,0
Pintor impresionista,B1,0,0,0,0,0,0,0
Pintura,B2,1,8,5,6,0,19,7
Pintura románica,B1,0,0,0,0,0,0,0
Pinzas,B1,0,0,0,0,0,0,0
Piragua,B1,0,0,1,0,0,0,0
Piragüismo,B2,0,0,0,0,0,0,0
Piragüista,B1,0,0,0,0,0,0,0
Piscina,A1-A2,0,2,6,0,0,0,2
Piso,B1,0,28,23,12,5,9,7
Pista de hielo,B1,0,0,0,0,0,0,0
Pitar,B1,0,0,0,0,0,0,0
Pizarra,A1-A2,0,1,0,0,2,0,0
Pizca de sal,B2,0,0,0,0,0,0,0
Pizzero,A1-A2,0,0,0,0,0,0,0
Piña,A1-A2,0,0,1,1,0,0,0
Plan de ahorro,B2,0,0,0,0,0,0,0
Plancha,B1,0,0,0,0,0,0,0
Planchar,B1,0,0,0,1,0,0,1
Planeta,B1,1,0,2,2,55,0,5
Plano turístico,B1,0,0,0,0,0,0,0
Planta,A1-A2,4,14,6,4,20,0,17
Planta de reciclaje,B2,0,0,0,0,0,0,0
Plantar,B1,0,0,0,0,3,1,3
Platea,B2,0,0,1,0,0,0,1
Plato combinado,A1-A2,0,0,0,0,0,0,0
Plato de postre,A1-A2,0,0,0,0,0,0,0
Plato del día,A1-A2,0,0,0,0,0,0,0
Plato hondo,A1-A2,0,0,0,0,0,0,0
Plato llano,A1-A2,0,0,0,0,0,0,0
Plato preparado,B1,0,0,0,0,0,0,0
Playa,A1-A2,8,46,10,1,6,1,8
Plaza,A1-A2,4,27,53,26,6,1,11
Plaza de garaje,A1-A2,0,0,0,0,0,0,0
Plazo,B1,1,0,0,3,0,0,35
Plástico,B1,0,3,1,0,0,7,8
Plátano,A1-A2,1,0,3,1,0,1,0
Pobre,B1,18,13,33,18,40,21,14
Pobreza,B1,0,0,2,5,0,1,3
Pocas calorías,B2,0,0,0,0,0,0,0
Poema,B1,7,1,2,1,1,0,5
Poesía,B1,6,0,3,0,1,2,1
Poeta,B1,6,1,4,1,0,1,7
Policía,B1,9,77,21,3,0,1,33
Policía Municipal,B2,0,1,0,0,0,0,0
Policía de tráfico,B2,0,0,0,0,0,0,0
Polideportivo,A1-A2,0,0,0,0,0,0,0
Pollo,B1,0,11,3,0,8,1,4
Polución,B2,0,0,0,0,0,0,0
Pomada,B1,0,0,0,0,1,0,1
Poner el despertador,A1-A2,0,0,1,0,0,0,0
Poner el lavaplatos,A1-A2,0,0,0,0,0,0,0
Poner gasolina,B1,0,0,0,0,0,0,0
Poner huevos,B1,0,0,0,0,0,0,1
Poner la lavadora,B1,0,0,0,0,0,0,0
Poner la mesa,B1,0,0,1,0,0,0,0
Poner las notas,B2,0,0,0,0,0,0,0
Poner una denuncia,B2,0,0,0,0,0,0,0
Poner una reclamación,B2,0,0,0,0,0,0,0
Ponerse,A1-A2,0,0,0,0,0,0,0
Ponerse de buen humor,B1,0,0,0,0,0,0,0
Ponerse de mal humor,B1,0,0,0,0,0,0,0
Ponerse furioso,B2,0,0,0,0,0,0,0
Ponerse guapo,B2,0,0,0,0,0,0,0
Ponerse histérico,B2,0,0,0,0,0,0,0
Ponerse malo,B2,0,0,0,0,0,0,0
Ponerse un traje,A1-A2,0,0,0,0,1,0,0
Ponerse una mascarilla,B2,0,0,0,0,0,0,0
Ponerse una pomada,B2,0,0,0,0,0,0,0
Por escrito,B2,1,0,0,1,0,1,1
Por favor,A1-A2,10,47,22,2,11,11,1
Por la mañana,A1-A2,2,16,7,2,8,5,2
Por la noche,A1-A2,7,11,4,8,11,10,2
Por la tarde,A1-A2,7,8,1,4,4,3,4
Porche,A1-A2,0,0,0,0,0,1,0
Poro,B2,0,0,0,0,1,1,1
Portada,B2,1,0,1,0,0,2,4
Portero,B1,1,1,1,21,0,0,10
Portería,B1,0,0,0,0,0,0,9
Posgrado,B2,0,0,0,0,0,0,0
Posproducción,B2,0,0,0,0,0,0,0
Postre,A1-A2,1,1,2,0,0,0,1
Practicar,B1,0,0,0,0,1,4,13
Practicar un deporte,B1,0,0,0,0,0,0,0
Prado,B1,5,6,1,0,4,2,1
Precaución,B2,0,0,0,2,0,0,2
Precisión,B2,0,0,0,3,1,0,5
Prefijo,B1,0,0,0,0,0,0,0
Pregrado,B1,0,0,0,0,0,0,0
Preguntar,A1-A2,58,41,57,77,72,135,18
Premiar,B2,0,0,0,0,0,0,3
Premio,B2,3,1,3,3,1,2,15
Prenda,B2,0,0,0,0,2,0,1
Prensa del corazón,B2,0,0,0,0,0,0,0
Prensa deportiva,B2,0,0,0,0,0,0,1
Prensa digital,B2,0,0,0,0,0,0,0
Prensa económica,B2,0,0,0,0,0,0,0
Prensa rosa,B2,0,0,0,0,0,0,0
Preocupación,B1,2,2,1,2,1,0,17
Preocupado,B1,6,20,5,1,6,6,9
Preocuparse,B1,1,0,0,1,0,1,2
Preparar la cena,A1-A2,0,0,0,0,0,1,0
Preparar la comida,B1,1,0,0,0,0,0,0
Preproducción,B2,0,0,0,0,0,0,0
Presentar el pasaporte,A1-A2,0,0,0,0,0,0,0
Presupuesto,B2,1,0,0,0,0,0,6
Previsualizar,B2,0,0,0,0,0,0,0
Primavera,A1-A2,3,4,2,2,7,18,5
Primer plato,A1-A2,0,0,0,0,0,0,0
Primer tiempo,B1,0,0,0,0,0,0,0
Primera página,B2,0,1,0,1,0,0,0
Primero,A1-A2,64,61,58,55,54,38,295
Primo,A1-A2,1,25,7,1,2,1,6
Probador,A1-A2,0,0,0,0,0,0,0
Probar,B1,8,5,5,6,11,6,5
Probarse,A1-A2,0,0,0,0,0,0,0
Probarse ropa,A1-A2,0,0,0,0,0,0,0
Procesamiento,B2,0,0,0,0,0,0,0
Proceso de selección,B2,0,0,0,0,0,0,0
Producción,B2,2,0,3,0,0,0,35
Productor,B2,1,1,0,0,0,0,20
Productos,B2,1,4,3,1,0,11,51
Productos de belleza,B2,0,0,1,0,0,0,0
Productos frescos,B2,0,0,0,0,0,0,0
Productos precocinados,B2,0,0,0,0,0,0,0
Productos ricos en fibra,B2,0,0,0,0,0,0,0
Profesión,A1-A2,4,6,1,2,0,0,8
Profesor,A1-A2,0,4,1,16,1,7,6
Programa,B1,0,1,2,0,1,3,60
Programa radiofónico,B2,0,0,0,0,0,0,0
Programación,B2,0,0,0,0,0,0,4
Programar el horno,B1,0,0,0,0,0,0,0
Prohibido,B2,0,0,0,2,0,0,1
Promocionar,B1,0,0,0,0,0,0,1
Promoción,B2,1,0,0,0,0,0,8
Propiedad,B1,1,0,0,4,3,1,29
Propiedades,B2,1,0,0,4,3,1,29
Propietario,B1,1,2,1,4,0,0,5
Propina,A1-A2,0,1,1,1,0,0,1
Prosa,B2,2,0,0,0,0,0,0
Prospecto,B2,0,0,0,0,0,0,1
Protagonista,B2,1,1,4,0,1,0,17
Protección ciudadana,B2,0,0,0,0,0,0,0
Proteína,B1,0,0,0,0,0,0,1
Proteínas,B2,0,0,0,0,0,0,1
Proyectar,B1,0,0,0,0,0,0,6
Prudente,B2,2,0,2,1,2,0,0
Prueba,B1,4,0,6,3,5,4,52
Prácticas,B1,1,0,0,2,0,3,25
Préstamo,B2,0,0,0,1,0,0,4
Publicarse,B1,0,0,0,0,0,0,0
Pudrirse,B2,0,0,0,0,0,0,0
Pueblo,A1-A2,31,25,57,46,14,1,38
Puente,B1,0,2,1,4,0,7,5
Puente aéreo,B2,0,2,0,0,0,0,1
Puerta,A1-A2,31,77,86,79,62,52,25
Puerta de embarque,A1-A2,0,0,0,0,0,0,0
Puerto,A1-A2,1,5,8,12,20,1,16
Puerto Rico,A1-A2,0,0,0,0,0,0,1
Puertorriqueño,A1-A2,0,0,0,0,0,0,3
Puesto de trabajo,B1,0,0,0,0,0,0,6
Pulsaciones,B2,0,0,0,0,0,0,0
Pulsera,A1-A2,0,1,2,1,0,1,0
Punto,A1-A2,8,4,25,27,19,17,87
Puntual,A1-A2,1,1,0,1,1,0,3
Puré,A1-A2,0,0,0,0,0,0,0
Página web,A1-A2,0,0,1,0,0,0,2
Pájaro,A1-A2,4,7,11,8,31,16,4
Pérdida,B2,1,0,0,0,1,4,22
Póquer,B2,0,0,0,0,0,0,0
Quedar,B1,78,68,59,63,107,87,115
Quedar apretado,B2,0,0,0,0,0,0,0
Quedar bien,B1,1,0,0,0,0,0,2
Quedar con,A1-A2,4,4,1,0,2,6,2
Quedar con gente,A1-A2,0,0,0,0,0,0,0
Quedar estrecho,B1,0,0,0,0,0,0,0
Quedar grande,B1,0,0,0,0,0,0,0
Quedar mal,B1,0,0,0,0,0,0,0
Quedarse en blanco,B1,0,0,0,0,0,0,0
Quedarse huérfano,B2,0,0,0,0,0,0,0
Quedarse mudo,B2,0,0,0,0,0,0,0
Quesito,B1,0,0,0,0,0,0,0
Queso,B1,2,3,8,0,1,0,1
Queso fresco,A1-A2,0,1,0,0,0,0,0
Queso rallado,B2,0,0,0,0,0,0,0
Quince,A1-A2,6,7,12,1,6,1,26
Quincuagésimo,A1-A2,0,0,0,0,0,0,0
Quiniela,B2,0,0,0,0,0,0,0
Quinientos,A1-A2,2,2,1,0,6,0,3
Quinto,A1-A2,0,0,3,3,6,0,20
Quiosco,A1-A2,0,1,2,0,0,0,0
Quisquilloso,B2,0,0,0,0,0,0,0
Quitar el polvo,B1,0,0,0,0,0,0,0
Quitar la mesa,B1,0,0,0,0,0,0,0
Quitarse,A1-A2,0,0,0,0,0,0,0
Quitarse ropa,A1-A2,0,0,0,0,0,0,0
Qué hora es,A1-A2,1,1,1,1,0,0,0
Químico,B2,5,0,2,1,0,0,12
Radiaciones ultravioletas,B1,0,0,0,0,0,0,1
Radiación,B2,0,0,0,0,0,0,7
Radio,B1,3,7,1,3,0,2,22
Radioactividad,B2,0,0,0,0,0,0,0
Radiografía,B2,0,0,0,0,0,0,1
Rama,B1,2,0,5,5,17,8,2
Ramo,B1,0,0,1,0,0,2,1
Raqueta,A1-A2,0,0,0,0,0,0,1
Ratón,B1,0,0,13,0,5,0,0
Rayas,B1,0,0,0,1,0,1,1
Rayos solares,B2,0,0,0,0,0,0,0
Raíz,B1,0,0,5,3,5,0,6
Realismo,B2,1,0,0,0,0,0,0
Realización de una película,B2,0,0,0,0,0,0,0
Rebajado,B2,0,0,0,0,0,0,0
Rebajar,B2,0,0,0,0,0,0,5
Rebajas,B1,0,0,1,0,0,0,11
Rebozado,B2,0,0,0,0,0,0,0
Recepcionista,A1-A2,7,1,3,0,0,0,0
Recepción,A1-A2,4,1,6,0,0,1,3
Receta,A1-A2,0,3,0,0,3,2,1
Recetar,A1-A2,0,0,0,1,0,0,0
Recibidor,A1-A2,1,0,0,7,1,0,0
Recibir un mensaje,A1-A2,0,0,0,0,0,0,0
Recibir una llamada,B1,0,0,0,0,0,0,0
Recibo,B2,2,0,1,0,0,0,3
Reciclado,B1,0,0,0,0,1,0,0
Reciclar,B2,0,0,0,0,0,0,3
Recogedor,B1,0,0,0,0,0,0,0
Recoger,B1,10,11,25,6,11,12,21
Recoger el equipaje,A1-A2,0,0,0,0,0,0,0
Recoger la mesa,A1-A2,0,0,0,0,0,1,0
Recogerse el pelo,B2,0,0,0,0,0,0,0
Recolectar,B1,0,0,0,0,0,0,0
Recordar,B1,13,31,30,26,14,12,58
Recorrer,B1,1,3,1,3,8,2,9
Recortarse la barba,B2,0,0,0,0,0,0,0
Rectangular,B1,0,0,0,0,0,0,0
Rector,B2,0,0,0,0,0,0,3
Rectángulo,B1,0,1,0,0,0,0,0
Recuperación,B1,1,0,1,0,0,0,8
Recursos,B2,1,0,1,4,0,2,37
Recursos naturales,B1,0,0,0,0,0,0,2
Red,B1,0,0,3,0,3,0,19
Red de transportes,B2,0,0,0,0,0,0,0
Redacción,B2,0,0,1,0,0,0,1
Redactor,B2,0,0,3,0,0,0,0
Reducir,B1,0,0,0,0,1,1,37
Reducir la velocidad,B1,0,0,0,0,0,0,0
Reenviar,B1,0,0,0,0,0,0,0
Reflexionar,B1,0,0,0,5,1,3,3
Refresco,B1,0,1,0,0,0,0,2
Regalo,B1,3,2,9,4,10,7,11
Regar,B1,0,0,1,0,0,2,1
Región,A1-A2,2,5,1,4,4,0,30
Regulación,B2,0,0,0,0,0,0,5
Rehogado,B1,0,0,0,0,0,0,0
Rehogar,B1,0,0,0,0,0,0,0
Relación de pareja,B1,0,0,0,0,0,0,0
Relación virtual,B2,0,0,0,0,0,0,0
Relajarse,B1,0,0,0,0,0,0,0
Rellenar una solicitud de empleo,B2,0,0,0,0,0,0,0
Reloj,A1-A2,2,9,18,14,11,8,16
Relámpago,A1-A2,0,0,0,0,1,0,1
Remitente,B1,0,0,0,0,0,0,0
Renovación de contrato,B2,0,0,0,0,0,0,0
Renovar,B2,0,0,0,0,0,0,6
Renta fija,B2,0,0,0,0,0,0,0
Renta variable,B2,0,0,0,0,0,0,0
Rentabilidad,B2,0,0,0,0,0,0,2
Reparación,B2,0,0,1,0,1,0,3
Reparar,B1,1,0,1,3,1,1,2
Repartidor,B2,0,0,0,0,0,0,1
Reparto,B2,0,0,0,0,0,0,5
Reparto del correo,B1,0,0,0,0,0,0,0
Repasar,A1-A2,0,0,0,1,0,1,2
Repetir,B1,3,10,13,11,9,17,15
Reportero,B2,0,0,1,0,0,0,1
Representar,B2,2,1,2,4,2,6,31
Reproducción,B2,0,2,0,0,1,0,4
Reptil,B1,0,0,4,0,0,0,4
República Dominicana,A1-A2,0,0,0,0,0,0,4
Reserva,A1-A2,0,2,1,0,1,0,18
Reservado,A1-A2,2,0,0,4,0,0,1
Reservar una habitación,A1-A2,0,0,0,0,0,0,0
Reservar una mesa,A1-A2,0,0,0,0,0,0,0
Residuo,B2,0,1,0,1,0,0,2
Resignarse,B2,0,0,0,0,0,0,0
Resignarse a,B2,0,0,0,1,1,0,0
Respetar,B1,1,0,2,0,3,0,11
Restaurante de tres tenedores,B2,0,0,0,0,0,0,0
Restañar las heridas,B2,0,0,0,0,0,0,0
Resultado,B2,4,3,4,8,2,2,71
Retirarse,B2,0,0,0,0,0,0,0
Retoque,B2,0,0,0,0,0,1,4
Retransmisión deportiva,B1,0,0,0,0,0,0,0
Retransmitir un partido,B1,0,0,0,0,0,0,0
Retraso,A1-A2,5,0,1,1,1,1,4
Retrato robot,B2,0,0,0,0,0,0,0
Retrete,A1-A2,0,0,0,0,0,0,0
Reunirse,A1-A2,0,0,0,0,0,0,0
Reunión,A1-A2,9,8,3,3,1,1,54
Reutilizar,B1,0,0,0,0,1,0,0
Revelar,B2,0,1,0,3,2,0,10
Revisar,B1,0,1,0,0,2,1,7
Revisión,B1,0,0,0,0,0,1,6
Revisión de examen,B2,0,0,0,0,0,0,0
Revisión ginecológica,B2,0,0,0,0,0,0,0
Revisor,A1-A2,0,0,0,0,0,0,0
Revista,B2,5,4,9,1,0,1,9
Rico,B2,19,8,13,7,16,6,13
Riesgo,B2,1,1,0,1,0,0,19
Riqueza,B1,1,0,1,1,2,2,6
Rival,B2,1,0,1,0,0,0,49
Riñón,B2,0,0,0,0,0,1,1
Robo,B1,3,21,1,0,0,0,5
Rock,A1-A2,2,0,0,0,0,0,2
Rodaje,B2,0,0,0,0,0,0,1
Rodar,B2,1,1,0,2,6,7,0
Rodilla,B1,19,1,3,5,2,19,7
Rojo,A1-A2,4,16,23,10,31,66,26
Romero,B2,11,0,0,2,0,0,7
Romper con,B1,1,0,0,1,0,0,1
Romántico,B2,8,2,1,1,2,2,4
Ropa de fiesta,B2,0,0,0,0,0,0,0
Ropa interior,A1-A2,0,0,0,1,0,0,0
Rotonda,B2,0,0,0,0,0,0,0
Rotulador,A1-A2,0,0,0,0,0,9,0
Rubio,A1-A2,1,12,10,4,3,12,5
Rueda,B1,0,10,3,2,5,10,25
Rueda de prensa,B2,0,1,0,0,0,0,15
Rueda pinchada,B1,0,0,0,0,0,0,0
Rumor,B2,0,6,2,5,4,0,9
Rural,B1,0,0,0,0,0,0,11
Régimen de alquiler,B2,0,0,0,0,0,0,0
Río,A1-A2,2,5,29,8,25,25,15
Saber,A1-A2,190,253,190,152,157,137,130
Saber bien,B1,0,0,0,1,0,1,0
Saber fatal,B1,0,0,0,0,0,0,0
Saber fenomenal,B1,0,0,0,0,0,0,0
Saber mal,B1,0,0,1,0,0,1,0
Saberse todo al dedillo,B2,0,0,0,0,0,0,0
Sabor,B1,0,0,2,2,2,1,3
Sabroso,B2,0,0,3,0,2,1,2
Sacapuntas,A1-A2,0,0,0,0,0,0,0
Sacar al perro,A1-A2,0,0,0,0,0,0,0
Sacar buena nota,B1,0,0,0,0,0,0,0
Sacar conclusiones,B1,0,0,0,0,0,0,0
Sacar fotos,B1,0,0,1,0,0,0,0
Sacar la basura,B1,0,1,0,0,0,0,0
Sacar los trapos al sol,B2,0,0,0,0,0,0,0
Sacar los trapos sucios,B2,0,0,0,0,0,0,0
Sacar mala nota,B1,0,0,0,0,0,0,0
Sacar un sobresaliente,B2,0,0,0,0,0,0,0
Sacarse algo de la manga,B2,0,0,0,0,0,0,0
Saco de dormir,B1,0,0,0,0,0,0,0
Sala de cine,B1,0,0,0,0,0,0,0
Sala de espera,A1-A2,0,0,0,0,0,0,0
Salado,B2,0,0,0,0,0,0,0
Salami,A1-A2,0,0,0,0,0,0,0
Salario,A1-A2,4,1,1,1,0,0,9
Salchicha,A1-A2,0,0,0,0,0,0,0
Salchichón,B1,0,0,0,0,0,0,0
Saldo,B1,0,0,0,0,0,0,6
Salero,A1-A2,0,0,0,0,0,0,0
Salida,A1-A2,7,2,6,7,3,2,22
Salida de emergencia,A1-A2,0,0,0,0,0,0,0
Salir,A1-A2,85,123,92,68,100,66,54
Salir con,B1,3,7,6,1,0,1,3
Salir de fiesta,B1,0,0,0,0,0,0,0
Salir de marcha,B1,0,0,0,0,0,0,0
Salir de paseo,B1,0,0,0,0,0,0,0
Salir un artículo gratis,B2,0,0,0,0,0,0,0
Salirse de la carretera,B2,0,0,0,0,0,0,0
Salmonete,B2,0,0,0,0,0,0,0
Salmón,A1-A2,0,0,1,0,0,0,0
Salsa,A1-A2,0,1,6,0,0,7,1
Salsa de tomate,A1-A2,0,0,3,0,0,0,0
Saltar,B1,2,5,4,2,28,11,16
Salto de altura,B2,0,0,0,0,0,0,1
Salto de vallas,B2,0,0,0,0,0,0,0
Saludable,B2,0,0,0,0,0,0,3
Salvadoreño,A1-A2,0,0,0,0,0,0,2
Salvaje,B1,0,0,0,1,10,3,8
Salón comedor,A1-A2,0,0,0,0,0,0,0
Sandalia,B1,0,0,0,0,0,0,0
Sandía,B1,0,0,0,0,0,0,0
Sangre,A1-A2,9,2,10,14,3,10,10
Sano,A1-A2,2,0,6,2,6,1,6
Sardina,A1-A2,0,0,0,0,2,0,0
Satisfacción,B1,1,0,0,1,2,1,5
Satisfacer,B1,1,0,0,0,2,0,3
Satisfecho,B1,6,1,1,5,8,3,8
Satélite,A1-A2,0,0,0,0,0,0,2
