Lexical item,Level,Avanzado,Inicial,Intermedio,Adulta,Infantil,Juvenil,Native
Saxofonista,B1,0,0,0,0,0,0,0
Saxofón,B1,0,0,0,0,0,1,0
Sazonar,B2,0,0,0,0,0,0,0
Secador,A1-A2,0,0,0,0,0,0,0
Secarse,A1-A2,0,0,0,0,0,0,0
Secarse el pelo,A1-A2,0,0,0,0,0,0,0
Seco,A1-A2,5,2,11,7,0,14,4
Secretaría,B1,0,0,0,0,0,0,3
Secuencia,B2,0,0,0,0,0,0,1
Secuestrar,B1,0,0,1,0,0,0,2
Secuestro,B1,0,0,1,0,0,0,7
Sed,A1-A2,0,6,5,2,6,1,1
Seda,B1,2,2,7,3,7,5,2
Seguidor,B1,0,0,0,0,0,0,13
Seguir la pista,B2,0,0,0,0,0,0,1
Segunda mano,B1,0,1,0,0,0,0,0
Segundo,A1-A2,14,18,25,11,18,14,133
Segundo plato,A1-A2,0,0,0,0,0,0,0
Segundo tiempo,B1,0,0,0,0,0,0,3
Seguridad,B2,6,5,9,8,4,4,41
Seguro,B1,17,48,28,9,17,27,26
Seguro a terceros,B2,0,0,0,0,0,0,0
Seguro a todo riesgo,B1,0,0,0,0,0,0,0
Seguro de vida,B1,0,0,0,0,0,0,1
Seguro obligatorio,B2,0,0,0,0,0,0,0
Seis,A1-A2,15,21,15,9,13,8,50
Seiscientos,A1-A2,2,0,0,0,2,0,0
Sello,B1,1,0,0,1,0,0,3
Sembrar,B1,0,0,1,0,0,0,3
Semilla,B1,0,0,1,0,8,0,1
Semillero,B1,0,0,0,0,0,0,0
Senderismo,A1-A2,0,0,0,0,0,0,0
Senderista,B1,0,0,0,0,0,0,2
Sensaciones,B2,1,2,1,9,3,6,7
Sensibilidad,B2,2,0,0,2,0,0,8
Sensible,B2,1,0,0,2,2,4,7
Sentar bien,B1,0,0,0,0,0,0,0
Sentar mal,B1,0,2,0,0,0,0,0
Sentarse,A1-A2,0,0,0,0,0,0,0
Sentarse a comer,B2,0,0,0,0,0,0,0
Sentarse a la mesa,B2,0,0,0,0,0,0,0
Sentencia,B2,1,0,0,0,2,0,17
Sentido figurado,B2,0,0,0,0,0,0,0
Sentido literal,B2,0,0,0,0,0,0,0
Sentido metafórico,B2,0,0,0,0,0,0,0
Sentir respeto,B2,0,0,0,0,0,0,0
Sentirse bien,B1,0,0,0,0,0,0,0
Sentirse con ánimo,B2,0,0,0,0,0,0,0
Sentirse dolido,B2,0,0,0,0,0,0,0
Sentirse débil,B1,0,0,0,0,0,0,0
Sentirse mal,B1,0,0,0,0,0,0,0
Separación,B1,0,0,2,0,0,1,7
Separación de poderes,B2,0,0,0,0,0,0,0
Separado,B1,1,0,3,2,0,1,1
Separarse,B1,0,0,0,0,0,0,0
Septiembre,A1-A2,0,3,2,0,0,0,15
Septuagésimo,A1-A2,0,0,0,0,0,0,0
Sequía,B2,0,0,0,0,0,0,2
Ser como de la familia,B2,0,0,0,0,0,0,0
Ser condenado,B1,0,0,0,0,0,0,5
Ser coser y cantar,B2,0,0,0,0,0,0,0
Ser de dominio público,B2,0,0,0,0,0,0,0
Ser el vivo retrato de alguien,B2,0,0,0,0,0,0,0
Ser más corto que las mangas de un chaleco,B2,0,0,0,0,0,0,0
Serie,B1,2,5,1,7,0,0,25
Serio,A1-A2,9,16,13,12,21,14,20
Serpiente,B1,0,1,3,0,10,3,1
Servicio de atención al cliente,B2,0,0,0,0,0,0,0
Servicio de habitaciones,A1-A2,0,0,0,0,0,0,0
Servicio de seguridad,B2,0,0,0,0,0,0,0
Servicio postal,B1,0,0,0,0,0,0,0
Servicios financieros,B2,0,0,0,0,0,0,0
Servidor de acceso,B2,0,0,0,0,0,0,0
Servilleta,A1-A2,0,0,0,0,0,3,0
Sesenta,A1-A2,5,2,2,4,0,1,6
Sesión,B1,0,0,0,0,0,1,9
Setecientos,A1-A2,0,0,0,1,2,0,0
Setenta,A1-A2,1,1,1,0,2,0,1
Sexagésimo,A1-A2,0,0,0,0,0,0,0
Sexto,A1-A2,0,1,2,1,2,2,7
Sexto sentido,B2,0,0,0,1,0,0,0
Señal de tráfico,B1,0,0,0,0,0,0,0
Siete,A1-A2,5,11,11,8,22,5,32
Silbato,B1,0,0,0,1,0,1,0
Silla,A1-A2,4,20,5,17,11,34,8
Sillón,A1-A2,3,3,3,1,1,13,1
Simpático,A1-A2,3,11,3,0,7,3,1
Sin conservantes ni colorantes,B2,0,0,0,0,0,0,0
Sin hueso,B2,0,0,1,0,0,0,0
Sinagoga,B1,0,18,0,0,0,0,0
Sincero,B2,0,0,0,0,1,2,2
Sindicato,B1,0,0,0,0,0,0,27
Sistema antivirus,A1-A2,0,0,0,0,0,0,0
Sistema nervioso,B2,0,0,1,0,0,0,1
Snowboard,B1,0,0,0,0,0,0,0
Sobre,A1-A2,75,35,97,117,127,136,335
Sobreexplotación,B2,0,0,0,0,0,0,1
Sobrepeso,B1,0,0,0,0,0,0,0
Sobrino,A1-A2,0,3,0,0,0,2,1
Sociable,A1-A2,0,0,0,0,0,0,0
Socio,B2,0,21,0,1,0,2,18
Sofreír,B1,0,0,0,0,0,0,0
Sofrito,B1,0,0,0,0,0,0,0
Sofá,A1-A2,1,8,0,1,0,8,0
Sol,A1-A2,9,27,33,27,65,24,27
Soleado,B1,0,0,3,1,0,0,1
Solicitar una beca,B1,0,0,0,0,0,0,0
Solidario,B2,0,0,1,0,0,0,6
Solomillo,B1,0,0,0,0,0,0,0
Solomillo de ternera,B1,0,0,0,0,0,0,0
Soltero,B1,0,2,2,1,0,0,2
Sombrero,A1-A2,1,1,7,15,15,1,2
Sombrilla,B1,0,0,0,0,0,0,0
Sonido,B1,2,0,3,5,8,7,1
Sopa,A1-A2,0,1,0,2,1,1,4
Sopera,B2,0,0,0,0,0,0,0
Soplar,B1,1,0,1,1,3,0,1
Soportar,B1,3,1,1,3,9,6,6
Sordo,B2,0,9,1,3,1,2,4
Sorprenderse,B2,0,0,1,0,0,0,0
Sorprenderse de,B2,0,0,0,0,0,0,0
Soso,B2,0,1,0,0,0,0,0
Sospechar,B1,2,2,3,2,1,0,4
Sospechoso,B2,1,1,1,1,0,0,4
Sostenible,B2,0,0,0,0,0,0,5
Stop,B1,0,0,0,0,0,0,0
Suave,B1,5,1,1,5,3,14,5
Subida salarial,B1,0,0,0,0,0,0,0
Subir,B2,23,29,21,14,33,22,33
Subir el interés,B1,0,0,0,0,0,0,0
Subir el precio,B1,0,0,0,0,0,0,1
Subir la temperatura,A1-A2,0,0,0,0,0,0,0
Subtitulado,B2,0,0,0,0,0,0,0
Subtítulo,B2,0,0,0,0,0,0,0
Suceso,B2,5,0,1,0,0,1,3
Sucio,B1,4,1,4,4,6,4,8
Sudar,B1,0,0,1,0,1,0,0
Suegro,B2,0,0,0,0,0,0,0
Sueldo,B1,0,1,4,1,0,0,4
Suelo,A1-A2,33,35,23,21,34,30,22
Suerte,B2,19,22,11,6,24,4,15
Sujetador,A1-A2,0,0,0,0,0,0,0
Superficie,B1,0,0,1,1,6,0,3
Suplantación de identidad,B2,0,0,0,0,0,0,0
Suplemento,A1-A2,0,0,0,0,0,0,1
Supositorio,B2,0,0,0,0,0,0,0
Sur,A1-A2,2,1,3,1,3,6,37
Surrealismo,B2,0,0,0,0,0,0,0
Susceptible,B2,0,0,0,0,0,0,2
Suscribirse a un periódico,B2,0,0,0,0,0,0,0
Suspender,B1,0,0,0,1,0,1,7
Suspender un examen,A1-A2,0,0,0,0,0,0,0
Sustentable,B2,0,0,0,0,0,0,0
Sustituto,B1,0,1,0,1,0,0,3
Sustraer,B2,0,0,0,0,0,0,0
Sábado,A1-A2,4,5,5,2,0,14,31
Sábana,A1-A2,0,0,1,0,2,3,1
Sándwich,A1-A2,0,0,0,0,0,0,0
Sándwich mixto,A1-A2,0,0,0,0,0,0,0
Séptimo,A1-A2,1,0,0,0,0,1,14
Símbolo químico,B2,0,0,0,0,0,0,0
Síntoma,B2,1,0,0,0,0,0,4
Tabique,B2,0,0,0,2,0,2,0
Tabla,B2,2,0,0,0,2,8,14
Tabla de embutidos,B1,0,0,0,0,0,0,0
Tabla de planchar,B1,0,0,0,0,0,0,0
Tablero,B2,0,0,0,1,1,0,1
Tacto,B2,0,0,0,0,1,0,0
Talla,B2,0,1,0,1,1,0,1
Tallar,B2,0,0,0,0,3,0,0
Talonario de cheques,B2,0,0,0,0,0,0,0
Tambor,B1,1,0,0,0,2,1,1
Tango,A1-A2,0,0,3,0,0,0,0
Tanto gusto,A1-A2,0,0,0,0,0,0,0
Tapas,B1,2,2,2,2,3,3,0
Tapear,B2,0,0,0,0,0,0,0
Tapete,B2,0,0,0,0,0,0,0
Taquilla,B2,0,0,0,0,0,5,0
Tardar,B1,1,1,2,2,5,9,7
Tareas domésticas,B1,0,0,0,0,0,0,0
Tarifa,B1,1,0,1,0,0,0,3
Tarifa de celular,B1,0,0,0,0,0,0,0
Tarifa plana,B2,0,0,0,0,0,0,0
Tarima,B2,0,0,0,1,0,0,0
Tarjeta de crédito,B1,0,0,1,0,0,0,5
Tarjeta de embarque,A1-A2,0,0,0,0,0,0,0
Tarjeta de memoria,B1,0,0,0,0,0,0,0
Tarjeta de móvil,B1,0,0,0,0,0,0,0
Tarjeta extraíble,B2,0,0,0,0,0,0,0
Tarrina de mantequilla,A1-A2,0,0,0,0,0,0,0
Tarro,A1-A2,0,0,2,1,1,1,0
Tarro de mermelada,A1-A2,0,0,0,0,0,0,0
Tarta,B1,0,0,0,0,0,13,1
Tarta de chocolate,A1-A2,0,0,0,0,0,0,0
Tarta de manzana,A1-A2,0,0,0,0,0,0,0
Tatarabuelo,B2,0,0,0,0,0,0,0
Tataranieto,B2,0,0,0,0,0,0,0
Taxi,A1-A2,3,42,17,1,0,1,2
Taxista,A1-A2,1,15,5,0,0,0,8
Taza,A1-A2,0,4,4,2,4,1,2
Taza de váter,A1-A2,0,0,0,0,0,0,0
Teatro,A1-A2,6,7,2,6,3,3,5
Techo,A1-A2,2,0,5,13,9,8,3
Teclado,B1,1,0,0,0,0,9,1
Tejido,B1,0,0,0,1,1,2,4
Teleadicto,B2,0,0,0,0,0,0,0
Telebasura,B1,0,0,0,0,0,0,0
Telegrama,B2,0,1,0,2,0,1,0
Telenovela,B1,0,0,0,0,0,0,3
Teleobjetivo,B2,0,0,0,0,0,0,0
Telescopio,B2,0,0,0,0,3,0,1
Televisión,A1-A2,3,3,7,0,0,9,28
Televisión digital,B2,0,0,0,0,0,0,0
Televisión por cable,B2,0,0,0,0,0,0,1
Televisión vía satélite,B2,0,0,0,0,0,0,0
Televisor,A1-A2,1,0,0,0,0,0,7
Teléfono,B1,23,29,34,6,2,16,7
Teléfono celular,A1-A2,0,0,0,0,0,0,0
Teléfono estropeado,A1-A2,0,0,0,0,0,0,0
Teléfono fijo,B2,0,0,0,0,0,0,0
Teléfono móvil,B2,0,1,1,0,0,0,0
Teléfono público,A1-A2,0,1,0,0,0,0,0
Telón,B2,0,0,0,0,0,0,1
Tema de actualidad,B2,0,0,0,0,0,0,0
Temor,B2,4,0,1,6,2,2,9
Temperatura,B1,0,1,0,1,0,2,14
Templado,A1-A2,1,0,2,0,0,0,1
Temporada,B2,2,1,2,4,1,1,49
Temporada alta,A1-A2,0,0,0,0,0,0,0
Temporada baja,A1-A2,0,0,0,0,0,0,0
Temporada teatral,B2,0,0,0,0,0,0,0
Temática,B2,0,0,0,0,0,0,1
Tendencia,B2,0,0,0,4,0,0,12
Tender la ropa,B1,0,0,0,0,0,0,0
Tenedor,A1-A2,0,1,0,0,0,4,0
Tener buen carácter,B1,0,0,0,0,0,0,0
Tener buen expediente,B2,0,0,0,0,0,0,0
Tener buen humor,A1-A2,0,0,0,0,0,0,0
Tener confianza,B2,0,0,0,0,0,0,1
Tener empleados a su cargo,B2,0,0,0,0,0,0,0
Tener envidia,B2,0,0,0,0,0,3,0
Tener hambre,A1-A2,1,5,1,2,6,0,0
Tener la sartén por el mango,B2,0,0,0,0,0,0,0
Tener mal carácter,B1,0,2,0,0,0,0,0
Tener mal humor,A1-A2,0,0,0,0,0,0,0
Tener novio,B1,0,2,0,0,0,0,0
Tener sed,A1-A2,0,2,0,0,0,0,0
Tener sentido del humor,B1,0,0,0,0,0,1,0
Tener suelto,B1,0,0,0,0,0,0,0
Tener sueño,A1-A2,0,3,3,0,1,0,0
Tener tacto,B2,0,0,0,0,0,0,0
Tener un examen,A1-A2,0,0,0,0,0,0,0
Tener un pelo de tonto,B2,0,0,0,0,0,0,0
Tener una coartada,B2,0,0,0,0,0,0,0
Tener una corazonada,B2,0,0,0,0,0,0,0
Tener una pista,B2,0,0,0,0,0,0,0
Tener una salud de hierro,B2,0,0,0,0,0,0,0
Tenis,A1-A2,0,1,2,0,0,0,11
Tenista,A1-A2,0,0,0,0,0,0,8
Tensión alta,B2,0,0,0,0,0,0,0
Tensión arterial,B2,0,0,0,0,0,0,0
Tensión baja,A1-A2,0,0,0,0,0,0,0
Tercero,A1-A2,5,8,12,9,16,5,51
Terminal,A1-A2,0,1,4,1,0,0,0
Termómetro,B1,0,1,0,0,0,0,1
Ternera,A1-A2,0,0,0,0,0,0,0
Terraza,A1-A2,0,1,0,0,0,0,0
Terremoto,B1,0,0,0,0,0,0,3
Tesis de maestría,B2,0,0,0,0,0,0,0
Tesis doctoral,B2,1,0,0,0,0,0,0
Testificar,B1,0,0,0,0,0,0,0
Testigo,B2,1,1,1,3,1,0,8
Tiburón,B1,0,0,0,0,0,0,0
Tiempo atmosférico,A1-A2,0,0,0,0,0,0,0
Tiempo libre,A1-A2,0,2,1,0,0,0,4
Tiempo parcial,B2,0,0,0,0,0,0,5
Tienda de campaña,B1,0,0,0,0,0,0,0
Tierra,A1-A2,24,6,44,20,47,5,36
Tigre,B1,0,2,1,0,4,1,3
Tijeras,A1-A2,0,0,1,0,2,0,0
Tipo de interés,B2,0,0,0,0,0,0,2
Tirar de la cadena,A1-A2,0,0,0,0,0,0,0
Tirar el dado,B2,0,0,0,0,0,0,0
Tirarse en trineo,B1,0,0,0,0,0,0,0
Tirita,B1,1,0,0,0,0,0,0
Tiro con arco,B2,0,0,0,0,0,0,0
Tirón muscular,B2,0,0,0,0,0,0,0
Titular,B2,1,2,0,1,0,0,27
Tiza,A1-A2,0,0,0,0,2,0,1
Toalla,A1-A2,0,0,4,1,0,2,0
Toalla de baño,A1-A2,0,0,0,0,0,0,0
Toalla de lavabo,A1-A2,0,0,0,0,0,0,0
Tobillera,B1,0,0,0,0,0,0,0
Tobillo,B1,0,0,4,0,1,1,2
Tobogán,B2,0,0,1,0,0,0,2
Tocar,A1-A2,15,12,22,10,17,39,22
Tocar la lotería,B2,0,1,0,0,0,0,0
Tocar un instrumento,B1,0,0,0,0,0,0,0
Tolerante,A1-A2,0,0,0,1,0,0,1
Tomar,B1,44,55,37,49,17,12,53
Tomar algo,A1-A2,2,7,2,0,0,0,0
Tomar el sol,B1,0,5,2,0,1,0,0
Tomar fotos,B1,0,0,0,0,0,0,0
Tomar la temperatura,A1-A2,0,0,0,0,0,0,0
Tomar la tensión,B2,0,0,0,0,0,0,0
Tomar nota,A1-A2,0,0,0,0,0,1,0
Tomate,A1-A2,0,1,23,0,2,5,1
Tomillo,B2,0,0,0,1,0,0,0
Tomografía,B2,0,0,0,0,0,0,2
Torcerse el tobillo,B2,0,0,0,0,0,0,0
Tormenta,A1-A2,2,0,3,4,1,3,4
Torneo,B2,0,0,0,0,0,0,28
Toro,B1,1,1,3,0,0,0,2
Tortilla,A1-A2,1,6,2,0,2,0,3
Tortuga,B1,0,0,1,1,0,0,0
Tos,A1-A2,0,0,0,0,0,0,0
Trabajador,B1,1,1,2,1,0,1,26
Trabajador por cuenta ajena,B2,0,0,0,0,0,0,0
Trabajar,A1-A2,19,66,23,19,24,16,50
Trabajar de becario,B2,0,0,0,0,0,0,0
Trabajar en grupo,A1-A2,0,0,0,0,0,0,0
Trabajo,A1-A2,33,59,43,23,17,28,90
Trabajo a tiempo parcial,B2,0,0,0,0,0,0,0
Trabajo remunerado,B2,0,0,0,0,0,0,0
Traducción,B1,0,0,0,1,0,0,2
Traducir,B1,1,0,1,1,0,0,5
Traductor,B1,0,0,0,1,0,0,0
Traer la cuenta,A1-A2,0,0,0,0,0,0,0
Tragedia,B2,0,1,0,4,1,0,8
Tragicomedia,B2,0,0,0,1,0,0,0
Traje,B1,6,6,16,16,5,10,4
Traje chaqueta,B1,0,0,0,0,0,0,0
Tranquilo,B1,19,30,14,8,12,8,2
Transacción,B2,0,0,0,0,0,0,5
Transcurrir,B2,0,1,1,2,1,1,2
Transfusión de sangre,B2,0,0,0,0,0,0,0
Transmisión celular,B2,0,0,0,0,0,0,0
Transporte aéreo,B2,0,0,0,0,0,0,0
Transporte ferroviario,B2,0,0,0,0,0,0,0
Transporte marítimo,B2,0,0,0,0,0,0,0
Transporte público,B2,0,0,0,0,0,0,0
Tranvía,B2,0,0,0,8,0,0,0
Trapo,B1,1,1,1,2,3,4,0
Trasbordador,B2,0,0,0,0,0,0,0
Traspasar un jugador,B2,0,0,0,0,0,0,0
Trasplantar,B1,0,0,0,0,0,0,0
Trastero,A1-A2,0,0,0,0,0,0,0
Tratamiento,B2,0,1,0,0,0,0,6
Traumatólogo,B1,0,0,0,0,0,0,0
Travieso,B1,0,0,0,0,1,0,0
Trayecto,A1-A2,0,0,1,1,0,2,2
Trazo,B2,0,0,0,0,0,0,1
Trece,A1-A2,1,1,1,0,0,0,8
Treinta,A1-A2,8,9,15,6,6,2,3
Tren,A1-A2,0,11,3,1,0,1,4
Tres,A1-A2,37,55,76,43,62,38,133
Trescientos,A1-A2,0,1,0,0,0,0,0
Triangular,B1,0,0,0,0,0,0,0
Tribunal,B2,0,0,0,0,0,0,33
Tribunal Constitucional,B2,0,0,0,0,0,0,2
Trigésimo,A1-A2,0,0,0,0,0,0,1
Trillizo,B2,0,0,0,0,0,0,0
Trineo,B1,0,0,0,0,15,2,0
Tripulación,B2,1,0,0,0,1,0,1
Triste,B1,42,13,19,9,26,15,8
Tristeza,B2,4,1,3,5,6,1,2
Triunfo,B2,3,0,2,1,1,4,43
Triángulo,B1,0,0,0,0,0,0,1
Trocear,B1,0,0,0,0,0,1,0
Trofeo,B2,0,0,0,0,1,0,2
Trompeta,B1,0,0,0,0,0,0,0
Trompetista,B1,0,0,0,0,0,0,0
Tronco,B1,3,0,1,0,16,7,1
Tráfico,B2,5,2,2,0,0,1,16
Trágico,B2,1,1,1,0,0,0,7
Trípode,B1,0,0,0,0,0,0,0
Tsunami,B1,0,0,0,0,0,0,0
Tubo,B2,0,0,0,0,0,4,3
Turismo,A1-A2,1,1,5,0,0,0,16
Turismo cultural,B1,0,0,0,0,0,0,0
Turismo de aventura,B1,0,0,0,0,0,0,0
Turismo de negocios,B1,0,0,0,0,0,0,0
Turismo de sol y playa,B1,0,0,0,0,0,0,0
Turismo rural,B1,0,0,0,0,0,0,0
Turista,B1,1,13,12,1,0,1,5
Turno,B2,0,0,0,1,2,2,6
Táctica,B2,0,0,0,0,0,0,4
Té,A1-A2,0,2,5,0,1,1,0
Tímido,B2,0,2,1,2,1,0,1
Tío,A1-A2,20,14,7,4,6,2,2
Título,B2,5,0,1,0,0,0,34
Ubicación,B1,0,0,0,0,0,0,0
Ultramarinos,A1-A2,0,0,0,1,0,0,1
Undécimo,A1-A2,0,0,0,0,0,0,2
Universidad,B1,4,10,3,3,0,1,30
Universidad privada,B1,0,0,0,0,0,0,0
Universidad pública,B1,0,0,0,0,0,0,0
Universitario,B1,0,2,0,0,0,0,15
Uno,A1-A2,847,1363,1139,1114,1317,1292,2627
Urgencias,A1-A2,0,2,0,3,3,1,5
Urgente,B1,5,6,1,0,2,1,5
Uruguay,A1-A2,0,1,0,0,0,0,11
Uruguayo,A1-A2,0,0,0,0,0,0,4
Uña,B1,1,0,2,2,0,1,1
Vaca,B1,0,0,0,1,8,1,1
Vacaciones,B1,4,43,9,4,2,0,5
Vacuna,B1,1,0,0,0,1,0,3
Vago,B1,0,0,1,4,2,0,0
Vagón,B2,0,1,0,0,0,2,0
Valija,A1-A2,0,0,2,1,0,0,0
Valle,A1-A2,4,0,3,4,1,1,4
Vanguardia,B2,1,4,1,1,0,0,1
Vaqueros,A1-A2,1,2,5,0,0,5,1
Variable,A1-A2,0,0,0,1,0,1,2
Vaso,A1-A2,0,11,3,9,1,2,2
Vegetales,B1,0,0,1,1,0,0,2
Vegetariano,A1-A2,0,0,2,0,0,0,0
Vehículo,B1,0,2,1,0,1,0,17
Veinte,A1-A2,10,11,16,7,3,4,12
Veinticinco,A1-A2,0,4,0,0,2,0,3
Veinticuatro,A1-A2,1,0,1,2,1,0,0
Veintidós,A1-A2,0,0,0,0,0,0,0
Veintinueve,A1-A2,0,0,0,3,0,0,0
Veintiocho,A1-A2,0,1,0,1,2,0,0
Veintisiete,A1-A2,0,0,0,0,0,0,0
Veintiséis,A1-A2,0,0,1,1,0,0,2
Veintiuno,A1-A2,1,0,0,1,1,0,2
Vela,B1,0,0,3,0,2,1,1
Velocidad,B1,2,2,0,2,9,5,19
Velocidad máxima permitida,B1,0,0,0,0,0,0,0
Velocidad permitida,B1,0,0,0,0,0,0,0
Venda,B2,8,9,2,5,10,4,27
Venezolano,A1-A2,0,2,0,0,0,0,22
Venezuela,A1-A2,0,1,1,0,0,0,35
Ventana,A1-A2,4,33,28,42,47,41,10
Ventanilla,A1-A2,1,8,3,0,0,2,3
Ver la televisión,B1,2,0,1,0,0,1,0
Verano,A1-A2,5,12,17,7,6,4,18
Verde,A1-A2,7,22,27,7,22,31,12
Verdulería,A1-A2,0,0,0,0,0,0,0
Verdura,A1-A2,0,3,1,0,2,1,1
Vereda,A1-A2,0,0,1,7,0,0,1
Versión original,B2,0,0,0,0,0,0,0
Verso,B2,6,0,1,4,1,0,1
Vertical,B2,0,0,0,0,0,0,1
Vertidos,B2,0,0,0,0,0,0,2
Vestido,B1,12,12,19,15,17,11,4
Vestir,A1-A2,4,0,8,3,7,5,5
Veterinario,A1-A2,0,0,5,0,1,0,0
Viaje,A1-A2,15,19,25,6,18,12,25
Viaje de novios,B1,0,0,0,0,0,0,0
Viajero,B1,1,0,4,1,2,3,1
Vibrar,B1,0,0,0,1,0,0,4
Vida,A1-A2,50,27,67,53,49,36,121
Videoconferencia,B2,0,0,0,0,1,0,0
Videoteca,B1,0,0,0,0,0,0,0
Vidrio,B1,0,0,0,7,1,0,1
Viejo,A1-A2,22,45,60,47,64,33,23
Vientitrés,A1-A2,0,0,0,0,0,0,0
Viento,A1-A2,17,4,24,6,20,20,11
Viernes,A1-A2,8,12,5,1,0,4,26
Vigilancia,B2,1,1,0,1,0,0,4
Vigilante,B1,0,12,0,31,1,0,4
Vigilar,B1,2,4,4,4,2,0,5
Vigésimo,A1-A2,0,0,0,0,0,0,2
Vinagre,A1-A2,0,0,0,0,0,0,0
Vinagrera,A1-A2,0,0,0,0,0,0,0
Vino,A1-A2,26,8,31,12,4,5,6
Vino blanco,B1,0,1,0,0,0,0,0
Vino blanco seco,B2,0,0,0,0,0,0,0
Vino reserva,B1,0,0,0,0,0,0,0
Vino rosado,B1,0,0,0,0,0,0,0
Vino tinto,B1,2,1,0,1,0,1,0
Violencia,B1,0,1,3,2,0,0,23
Violeta,A1-A2,0,0,1,0,0,2,0
Violinista,B1,0,0,0,0,0,0,1
Violonchelista,B1,0,0,0,0,0,0,0
Violonchelo,B1,0,0,0,0,0,0,0
Violín,B1,0,0,2,0,0,1,0
Virus,A1-A2,0,0,0,0,6,0,30
Visión borrosa,B2,0,0,0,0,0,0,0
Vista,B2,18,7,7,18,7,16,22
Vistas,B1,18,7,7,18,7,16,22
Vistas al mar,A1-A2,1,0,0,0,0,0,0
Vitamina,B1,0,1,2,0,0,0,0
Vitaminas,B2,0,1,2,0,0,0,0
Viudo,B1,1,2,0,5,0,0,1
Vivienda,B1,0,2,0,2,3,4,6
Vivir,A1-A2,25,38,59,37,68,46,66
Vivir en pareja,B1,0,0,0,0,0,0,0
Volante,B1,0,1,1,0,0,1,6
Volcán,B1,0,0,5,0,2,0,0
Volumen,B2,1,2,0,1,1,1,15
Voluntariado,B1,0,0,0,0,0,0,0
Voluntario,B1,0,1,0,0,0,0,0
Volverse loco,B2,2,0,0,1,0,0,0
Voléibol,B2,0,0,0,0,0,0,0
Vuelo,B2,1,15,4,5,16,8,12
Vuelo chárter,B2,0,0,0,0,0,0,0
Vuelo directo,B2,0,0,0,0,0,0,0
Vuelo sin escala,B2,0,0,0,0,0,0,0
Vía,A1-A2,0,3,2,0,0,0,25
Víctima,B2,0,0,1,1,1,2,24
Vídeo,B1,1,1,0,0,1,0,6
Yerno,B2,0,0,1,0,0,0,0
Yogur,B1,0,0,0,0,0,0,0
Yogur de fresa,A1-A2,0,0,0,0,0,0,0
Yogur natural,A1-A2,0,0,0,0,0,0,0
Zanahoria,A1-A2,0,0,1,0,0,2,0
Zapatero a tus zapatos,B2,0,0,0,0,0,0,0
Zapatería,A1-A2,0,0,0,0,0,0,0
Zapatilla,A1-A2,0,0,8,0,4,7,0
Zapatilla de deporte,B1,0,0,2,0,0,2,0
Zapato,A1-A2,9,5,8,5,16,11,2
Zapato de tacón,B1,0,0,0,1,0,0,0
Zapato plano,B1,0,0,0,0,0,0,0
Zapatos abiertos,B2,0,0,0,0,0,0,0
Zapear,B2,0,0,0,0,0,0,0
Zona,A1-A2,2,16,13,1,3,1,54
Zona horaria,A1-A2,0,0,0,0,0,0,0
Zoo,B1,6,0,0,0,1,0,0
Zum,B2,0,0,0,0,0,0,0
Zumo,A1-A2,0,5,2,0,0,1,1
Ácido,B1,0,0,1,0,0,0,7
Águila,B1,0,0,2,0,2,1,3
Álbum,B1,0,0,0,0,0,2,1
Álgebra,B2,0,0,0,0,0,0,0
Ángulo,B2,0,0,0,4,0,1,0
Árbitro,B1,0,0,0,0,0,0,17
Árbol,A1-A2,18,7,32,9,20,23,5
Árbol frutal,B1,0,0,0,0,1,0,0
Área,B2,1,0,1,0,0,0,17
Área de descanso,B2,0,0,0,0,0,0,0
Área de servicio,B1,0,0,0,0,0,0,0
Ático,A1-A2,0,6,0,0,0,0,0
Átomo,B2,0,0,0,0,0,1,0
Írsele el santo al cielo,B2,0,0,0,0,0,0,0
Ópera,A1-A2,2,2,0,0,0,0,1
Órgano,B2,0,0,2,1,1,0,10
Órganos sensoriales,B2,0,0,0,0,0,0,0
